title,description,url,publishedAt
"Indian Oil Corporation Ltd soars 0.4%, rises for fifth straight session","Indian Oil Corporation Ltd is quoting at Rs 174.59, up 0.4% on the day as on 12:44 IST on the NSE. The stock is up 91.23% in last one year as compared to a 27.67% spurt in NIFTY and a 64.51% spurt in the Nifty Energy.",https://www.business-standard.com/markets/capital-market-news/indian-oil-corporation-ltd-soars-0-4-rises-for-fifth-straight-session-124082200496_1.html,2024-08-22T07:30:00Z
"Vedanta Ltd spurts 0.11%, gains for fifth straight session","Vedanta Ltd is quoting at Rs 455.8, up 0.11% on the day as on 12:44 IST on the NSE. The stock is up 91.51% in last one year as compared to a 27.67% jump in NIFTY and a 40.29% jump in the Nifty Metal.",https://www.business-standard.com/markets/capital-market-news/vedanta-ltd-spurts-0-11-gains-for-fifth-straight-session-124082200506_1.html,2024-08-22T07:30:00Z
AU Small Finance Bank Ltd up for five straight sessions,"AU Small Finance Bank Ltd is quoting at Rs 632.05, up 1.1% on the day as on 12:44 IST on the NSE. The stock is down 13.57% in last one year as compared to a 27.67% gain in NIFTY and a 14.67% gain in the Nifty Bank.",https://www.business-standard.com/markets/capital-market-news/au-small-finance-bank-ltd-up-for-five-straight-sessions-124082200492_1.html,2024-08-22T07:30:00Z
"Central Bank of India soars 0.87%, up for fifth straight session","Central Bank of India is quoting at Rs 61.23, up 0.87% on the day as on 12:44 IST on the NSE. The stock is up 71.27% in last one year as compared to a 27.67% spurt in NIFTY and a 52.68% spurt in the Nifty PSU Bank.",https://www.business-standard.com/markets/capital-market-news/central-bank-of-india-soars-0-87-up-for-fifth-straight-session-124082200510_1.html,2024-08-22T07:30:00Z
"Bandhan Bank Ltd spurts 1.5%, up for five straight sessions","Bandhan Bank Ltd is quoting at Rs 206.82, up 1.5% on the day as on 12:44 IST on the NSE. The stock is down 12.83% in last one year as compared to a 27.67% gain in NIFTY and a 14.67% gain in the Nifty Bank.",https://www.business-standard.com/markets/capital-market-news/bandhan-bank-ltd-spurts-1-5-up-for-five-straight-sessions-124082200491_1.html,2024-08-22T07:30:00Z
Bank of India gains for fifth session,"Bank of India is quoting at Rs 120.12, up 0.57% on the day as on 12:44 IST on the NSE. The stock is up 34.14% in last one year as compared to a 27.67% gain in NIFTY and a 52.68% gain in the Nifty PSU Bank.",https://www.business-standard.com/markets/capital-market-news/bank-of-india-gains-for-fifth-session-124082200511_1.html,2024-08-22T07:30:00Z
Dabur India Ltd gains for fifth session,"Dabur India Ltd is quoting at Rs 644.4, up 1.58% on the day as on 12:44 IST on the NSE. The stock is up 13.59% in last one year as compared to a 27.67% gain in NIFTY and a 22.1% gain in the Nifty FMCG.",https://www.business-standard.com/markets/capital-market-news/dabur-india-ltd-gains-for-fifth-session-124082200501_1.html,2024-08-22T07:30:00Z
"IDFC Ltd soars 2.19%, up for fifth straight session","IDFC Ltd is quoting at Rs 113.45, up 2.19% on the day as on 12:44 IST on the NSE. The stock is down 8.8% in last one year as compared to a 27.67% spurt in NIFTY and a 17.86% spurt in the Nifty Financial Services.",https://www.business-standard.com/markets/capital-market-news/idfc-ltd-soars-2-19-up-for-fifth-straight-session-124082200497_1.html,2024-08-22T07:30:00Z
Canara Bank gains for fifth session,"Canara Bank is quoting at Rs 112.26, up 0.56% on the day as on 12:44 IST on the NSE. The stock is up 68.76% in last one year as compared to a 27.67% spurt in NIFTY and a 52.68% spurt in the Nifty PSU Bank.",https://www.business-standard.com/markets/capital-market-news/canara-bank-gains-for-fifth-session-124082200512_1.html,2024-08-22T07:30:00Z
Biocon Ltd up for fifth session,"Biocon Ltd is quoting at Rs 358.2, up 0.9% on the day as on 12:44 IST on the NSE. The stock is up 37.58% in last one year as compared to a 27.67% spurt in NIFTY and a 47.68% spurt in the Nifty Pharma.",https://www.business-standard.com/markets/capital-market-news/biocon-ltd-up-for-fifth-session-124082200507_1.html,2024-08-22T07:30:00Z
"Indian Overseas Bank spurts 1.46%, rises for fifth straight session","Indian Overseas Bank is quoting at Rs 63.12, up 1.46% on the day as on 12:44 IST on the NSE. The stock is up 99.43% in last one year as compared to a 27.67% spurt in NIFTY and a 52.68% spurt in the Nifty PSU Bank.",https://www.business-standard.com/markets/capital-market-news/indian-overseas-bank-spurts-1-46-rises-for-fifth-straight-session-124082200508_1.html,2024-08-22T07:30:00Z
ACC shares rise 1.25 per cent in Thursday's trading session,The Relative Strength Index of the stock stood at 38.57 on Thursday.,https://economictimes.indiatimes.com/markets/stocks/stock-watch/acc-shares-rise-1-25-per-cent-in-thursdays-trading-session/articleshow/112704103.cms,2024-08-22T07:29:09Z
Ashok Leyland shares rise 0.71% as Sensex climbs,"A total of 346,435 shares changed hands on the counter till 12:43PM (IST)",https://economictimes.indiatimes.com/markets/stocks/stock-watch/ashok-leyland-shares-rise-0-71-as-sensex-climbs/articleshow/112703608.cms,2024-08-22T07:13:50Z
Barometers turn rangebound; bank shares in demand,"At 12:30 IST, the barometer index, the S&P BSE Sensex, jumped 216.16 points or 0.27% to 81,124.04. The Nifty 50 index added 62.60 points or 0.25% to 24,832.80.",https://www.business-standard.com/markets/capital-market-news/barometers-turn-rangebound-bank-shares-in-demand-124082200458_1.html,2024-08-22T07:04:00Z
REC shares up 0.12% as Nifty gains,"A total of 92,096 shares changed hands on the counter till 12:33PM (IST).",https://economictimes.indiatimes.com/markets/stocks/stock-watch/rec-shares-up-0-12-as-nifty-gains/articleshow/112703288.cms,2024-08-22T07:03:31Z
GAIL shares fall 0.23% as Nifty gains,"A total of 222,796 shares changed hands on the counter till time (IST).",https://economictimes.indiatimes.com/markets/stocks/stock-watch/gail-shares-fall-0-23-as-nifty-gains/articleshow/112702933.cms,2024-08-22T06:53:17Z
Nifty PSE off its all-time high; what's worrying the investors?,"In the past two months, major PSE index constituents are experiencing profit booking. Here's how analysts view the space",https://www.business-standard.com/markets/news/nifty-pse-off-its-all-time-high-what-s-worrying-the-investors-124082200387_1.html,2024-08-22T06:47:56Z
