,title,url,publishedAt,VADER score
513,PFC shares soar 6% after net profit rises 20% YoY. Should you invest?,https://economictimes.indiatimes.com/markets/stocks/news/pfc-shares-soar-6-after-net-profit-rises-20-yoy-should-you-invest/articleshow/112338159.cms,2024-08-07,0.0
514,HDFC AMC shares up 2.68% as Nifty gains,https://economictimes.indiatimes.com/markets/stocks/stock-watch/hdfc-amc-shares-up-2-68-as-nifty-gains/articleshow/112337795.cms,2024-08-07,0.51
515,Share price of ACC rises as Nifty strengthens,https://economictimes.indiatimes.com/markets/stocks/stock-watch/share-price-of-acc-rises-as-nifty-strengthens/articleshow/112337678.cms,2024-08-07,0.53
516,Broader mkt rallies; metal shares advance,https://www.business-standard.com/markets/capital-market-news/broader-mkt-rallies-metal-shares-advance-124080700425_1.html,2024-08-07,0.0
517,Stock market update: Fertilisers stocks up as market rises,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-fertilisers-stocks-up-as-market-rises/articleshow/112337396.cms,2024-08-07,0.0
518,Stock market update: Nifty Pharma index advances 1.79% in an upbeat market,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-nifty-pharma-index-advances-1-79-in-an-upbeat-market/articleshow/112337256.cms,2024-08-07,0.0
519,Stock market update: Nifty Realty index advances 1.44% in an upbeat market,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-nifty-realty-index-advances-1-44-in-an-upbeat-market/articleshow/112337084.cms,2024-08-07,0.0
520,Share price of United Spirits rises as Nifty strengthens,https://economictimes.indiatimes.com/markets/stocks/stock-watch/share-price-of-united-spirits-rises-as-nifty-strengthens/articleshow/112336894.cms,2024-08-07,0.605
521,Share price of DLF rises as Nifty strengthens,https://economictimes.indiatimes.com/markets/stocks/stock-watch/share-price-of-dlf-rises-as-nifty-strengthens/articleshow/112336741.cms,2024-08-07,0.53
522,"Bank Nifty Prediction Today – August 07, 2024: Resistance ahead. Go short on a reversal from it",https://www.thehindubusinessline.com/portfolio/technical-analysis/bank-nifty-prediction-today-august-07-2024-resistance-ahead-go-short-on-a-reversal-from-it/article68495446.ece,2024-08-07,0.0
523,Stock market update: Power stocks up as market rises,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-power-stocks-up-as-market-rises/articleshow/112336719.cms,2024-08-07,0.0
524,"Real estate stocks gain as govt proposes to amend indexation, LTCG tax rule",https://www.business-standard.com/markets/news/real-estate-stocks-gain-as-govt-proposes-to-amend-indexation-ltcg-tax-rule-124080700363_1.html,2024-08-07,0.0
525,Yen Carry Trade blowback explained: What investors in India should do now,https://www.business-standard.com/finance/personal-finance/yen-carry-trade-blowback-explained-what-investors-in-india-should-do-now-124080700319_1.html,2024-08-07,0.0
526,Lupin Q1 Results: Net profit surges 77% to Rs 801 crore,https://economictimes.indiatimes.com/markets/stocks/earnings/lupin-q1-results-net-profit-surges-77-to-rs-801-crore/articleshow/112336658.cms,2024-08-07,0.0
527,Indian Oil Corp. shares gain 3.2% as Sensex rises,https://economictimes.indiatimes.com/markets/stocks/stock-watch/indian-oil-corp-shares-gain-3-2-as-sensex-rises/articleshow/112336640.cms,2024-08-07,0.0
528,Stock market update: Nifty Bank index advances 0.57% in an upbeat market,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-nifty-bank-index-advances-0-57-in-an-upbeat-market/articleshow/112336612.cms,2024-08-07,0.0
529,Share price of Shriram Finance rises as Nifty strengthens,https://economictimes.indiatimes.com/markets/stocks/stock-watch/share-price-of-shriram-finance-rises-as-nifty-strengthens/articleshow/112336513.cms,2024-08-07,0.0
530,Stock market update: Stocks that hit 52-week highs on NSE,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-stocks-that-hit-52-week-highs-on-nse/articleshow/112336499.cms,2024-08-07,0.0
531,"Nifty Prediction Today – August 07, 2024: Go short on a break below the immediate support",https://www.thehindubusinessline.com/portfolio/technical-analysis/nifty-prediction-today-7-august-2024/article68495410.ece,2024-08-07,0.0
532,Vedanta shares rise 4.26% as Nifty gains,https://economictimes.indiatimes.com/markets/stocks/stock-watch/vedanta-shares-rise-4-26-as-nifty-gains/articleshow/112336368.cms,2024-08-07,0.549
533,Stock market update: Sugar stocks up as market rises,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-sugar-stocks-up-as-market-rises/articleshow/112336333.cms,2024-08-07,0.0
534,Share price of Ambuja Cements rises as Nifty strengthens,https://economictimes.indiatimes.com/markets/stocks/stock-watch/share-price-of-ambuja-cements-rises-as-nifty-strengthens/articleshow/112336199.cms,2024-08-07,0.0
535,Stock market update: FMCG stocks up as market rises,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-fmcg-stocks-up-as-market-rises/articleshow/112336112.cms,2024-08-07,0.0
536,Sensex gains 767 pts; oil & gas shares in demand,https://www.business-standard.com/markets/capital-market-news/sensex-gains-767-pts-oil-gas-shares-in-demand-124080700353_1.html,2024-08-07,0.0
537,Stock market update: Mining stocks up as market rises,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-mining-stocks-up-as-market-rises/articleshow/112336017.cms,2024-08-07,0.0
538,Rupee trades in narrow range against US dollar in early trade,https://www.thehindubusinessline.com/markets/forex/rupee-trades-in-narrow-range-against-us-dollar-in-early-trade/article68495387.ece,2024-08-07,0.0
539,Bharat Forge shares gain 2.86% as Sensex rises,https://economictimes.indiatimes.com/markets/stocks/stock-watch/bharat-forge-shares-gain-2-86-as-sensex-rises/articleshow/112335904.cms,2024-08-07,0.0
540,Share market update: Most active stocks on D-Street today in terms of volume,https://economictimes.indiatimes.com/markets/stocks/stock-watch/share-market-update-most-active-stocks-on-d-street-today-in-terms-of-volume/articleshow/112335882.cms,2024-08-07,0.0
541,"Markets rebound in early trade; Sensex jumps 1,046 points; Nifty surges above 24,300-level",https://www.thehindubusinessline.com/markets/stock-market-today-markets-rebound-in-early-trade-sensex-jumps-1046-pts-nifty-surges-above-24300-level/article68495390.ece,2024-08-07,0.0
542,Stock market update: Nifty Auto index advances 1.2% in an upbeat market,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-nifty-auto-index-advances-1-2-in-an-upbeat-market/articleshow/112335772.cms,2024-08-07,0.0
543,Sensex rises! But these stocks are down 5% or more on BSE,https://economictimes.indiatimes.com/markets/stocks/stock-watch/sensex-rises-but-these-stocks-are-down-5-or-more-on-bse/articleshow/112335592.cms,2024-08-07,0.0
544,Shares of REC rise as Nifty gains,https://economictimes.indiatimes.com/markets/stocks/stock-watch/shares-of-rec-rise-as-nifty-gains/articleshow/112335495.cms,2024-08-07,0.549
545,Stock market update: Stocks that hit 52-week lows on NSE,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-stocks-that-hit-52-week-lows-on-nse/articleshow/112335455.cms,2024-08-07,0.0
546,Sensex surges over 800 pts as global markets rally,https://timesofindia.indiatimes.com/business/india-business/sensex-surges-over-800-pts-as-global-markets-rally/articleshow/112415897.cms,2024-08-09,0.0
547,Centre gets into the Act to create desi 'Big Fours',https://economictimes.indiatimes.com/industry/services/consultancy-/-audit/centre-gets-into-the-act-to-create-desi-big-fours/articleshow/112411843.cms,2024-08-09,0.0
548,Equity markets end turbulent week with 1% gain; Sensex up 820 points,https://www.business-standard.com/markets/stock-market-news/equity-markets-end-turbulent-week-with-1-gain-sensex-up-820-points-124080901710_1.html,2024-08-09,0.0
549,"ET Market Watch: Sensex up over 800 points, Nifty above 24,350 level on positive global cues",https://economictimes.indiatimes.com/markets/stocks/etmarkets-podcast/et-market-watch-sensex-up-over-800-points-nifty-above-24350-level-on-positive-global-cues/podcast/112410382.cms,2024-08-09,0.0
550,Muthoot Microfin Q1 Results: Net profit rises 18% YoY to Rs 113 crore,https://economictimes.indiatimes.com/markets/stocks/earnings/muthoot-microfin-q1-results-net-profit-rises-18-yoy-to-rs-113-crore/articleshow/112409922.cms,2024-08-09,0.0
551,Fantasy Football's All-Boring Team: 7 of the un-flashiest vets to trust in 2024,https://sports.yahoo.com/fantasy-football-boring-vets-amari-cooper-ezekiel-elliott-162525232.html,2024-08-09,0.0
552,Indices gain 1% on positive global cues,https://www.thehindubusinessline.com/markets/indices-gain-1-on-positive-global-cues/article68506465.ece,2024-08-09,0.5
553,Wockhardt Q1 Results: Net loss narrows to Rs 16 crore,https://economictimes.indiatimes.com/markets/stocks/earnings/wockhardt-q1-results-net-loss-narrows-to-rs-16-crore/articleshow/112408105.cms,2024-08-09,0.0
554,India's forex reserves touch a fresh high of $674.9 bn as of Aug 2,https://economictimes.indiatimes.com/news/economy/indicators/indias-forex-reserves-touch-a-fresh-high-of-674-9-bn-as-of-aug-2/articleshow/112416595.cms,2024-08-09,0.0
555,"To generate alpha, AMCs go extra mile with new ideas",https://www.thehindubusinessline.com/markets/to-generate-alpha-amcs-go-extra-mile-with-new-ideas/article68506105.ece,2024-08-09,0.0
556,"This Week in Security: GhostWrite, Localhost, and More",https://hackaday.com/2024/08/09/this-week-in-security-ghostwrite-localhost-and-more/,2024-08-09,0.0
557,Property Share gets SEBI license for small and medium REIT,https://economictimes.indiatimes.com/markets/stocks/news/property-share-gets-sebi-license-for-small-and-medium-reit/articleshow/112407602.cms,2024-08-09,0.0
558,US stocks open lower at end of turbulent week,https://economictimes.indiatimes.com/markets/stocks/news/us-stocks-open-lower-at-end-of-turbulent-week/articleshow/112407329.cms,2024-08-09,0.0
559,Kamdhenu Q1 Results: Profit grows 28% YoY to over Rs 15 cr,https://economictimes.indiatimes.com/markets/stocks/earnings/kamdhenu-q1-results-profit-grows-28-yoy-to-over-rs-15-cr/articleshow/112407123.cms,2024-08-09,0.0
560,Equity funds log second-most monthly inflows in July despite mkt volatility,https://www.business-standard.com/markets/news/equity-funds-log-second-most-monthly-inflows-in-july-despite-mkt-volatility-124080901494_1.html,2024-08-09,0.0
561,SBI Innovative Opportunities Fund: What you should know,https://www.thehindubusinessline.com/portfolio/sbi-innovative-opportunities-fund-what-you-should-know/article68505323.ece,2024-08-09,0.0
562,Mastering Derivatives: Applying VIX to trading strategies,https://www.thehindubusinessline.com/portfolio/commodity-analysis/mastering-derivatives-applying-vix-to-trading-strategies/article68500306.ece,2024-08-09,0.0
563,"Sensex surges 820 pts; Nifty above 24,350; VIX drops 7.45%",https://www.business-standard.com/markets/capital-market-news/sensex-surges-820-pts-nifty-above-24-350-vix-drops-7-45-124080901425_1.html,2024-08-09,0.0
564,Inox Green Energy Services Q1 Results: Profit jumps 55% YoY to Rs 4.14 cr,https://economictimes.indiatimes.com/markets/stocks/earnings/inox-green-energy-services-q1-results-profit-jumps-55-yoy-to-rs-4-14-cr/articleshow/112405614.cms,2024-08-09,0.0
565,"AIF & PMS Conclave 2.0: Investing in Indian SMEs—decoding order book, growth trajectories, red flags",https://economictimes.indiatimes.com/markets/aif-pms/aif-pms-conclave-2-0-investing-in-indian-smesdecoding-order-book-growth-trajectories-red-flags/articleshow/112404183.cms,2024-08-09,0.0
566,Tech View: Nifty ends week with Hammer candle. Here’s how to trade on Monday,https://economictimes.indiatimes.com/markets/stocks/news/tech-view-nifty-ends-week-with-hammer-candle-heres-how-to-trade-on-monday/articleshow/112405580.cms,2024-08-09,0.0
567,"INR settles higher; SENSEX, NIFTY rally on positive global cues",https://www.business-standard.com/markets/capital-market-news/inr-settles-higher-sensex-nifty-rally-on-positive-global-cues-124080901351_1.html,2024-08-09,0.0
568,Stock market update: Stocks that hit 52-week highs on NSE in today's trade,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-stocks-that-hit-52-week-highs-on-nse-in-todays-trade/articleshow/112405002.cms,2024-08-09,0.0
569,"Migrants in Chicago allege abusive racial slurs and harassment from Home Depot and police, then admit they don’t really understand English",https://freerepublic.com/focus/f-chat/4257316/posts,2024-08-09,0.0
570,Sensex rises! But these stocks fell 5% or more in Friday's session,https://economictimes.indiatimes.com/markets/stocks/stock-watch/sensex-rises-but-these-stocks-fell-5-or-more-in-fridays-session/articleshow/112404709.cms,2024-08-09,0.0
571,Stock market update: Nifty Auto index advances 1.72%,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-nifty-auto-index-advances-1-72/articleshow/112404401.cms,2024-08-09,0.0
572,Stock market update: Stocks that hit 52-week lows on NSE in today's trade,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-stocks-that-hit-52-week-lows-on-nse-in-todays-trade/articleshow/112404233.cms,2024-08-09,0.0
573,Kennametal India reports 8.3% growth in June quarter revenue,https://economictimes.indiatimes.com/markets/stocks/news/kennametal-india-reports-8-3-growth-in-june-quarter-revenue/articleshow/112404196.cms,2024-08-09,0.0
574,Share market update: Most active stocks in today's market in terms of volume,https://economictimes.indiatimes.com/markets/stocks/stock-watch/share-market-update-most-active-stocks-in-todays-market-in-terms-of-volume/articleshow/112403941.cms,2024-08-09,0.0
575,"Tata Chemicals plans to raise Rs 1,700 crore through NCDs",https://economictimes.indiatimes.com/markets/bonds/tata-chemicals-plans-to-raise-rs-1700-crore-through-ncds/articleshow/112403866.cms,2024-08-09,0.0
576,Share market update: Most active stocks of the day in terms of traded value,https://economictimes.indiatimes.com/markets/stocks/stock-watch/share-market-update-most-active-stocks-of-the-day-in-terms-of-traded-value/articleshow/112403784.cms,2024-08-09,0.0
577,Stock market update: Nifty Realty index advances 1.55%,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-nifty-realty-index-advances-1-55/articleshow/112403625.cms,2024-08-09,0.0
578,Stock market update: Fertilisers stocks up as market rises,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-fertilisers-stocks-up-as-market-rises/articleshow/112403501.cms,2024-08-09,0.0
579,Friday Faves,https://www.foodiecrush.com/friday-faves-511/,2024-08-09,0.0
580,Stock market update: Sugar stocks down as market rises,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-sugar-stocks-down-as-market-rises/articleshow/112403210.cms,2024-08-09,0.0
581,Splitgate 2 will add bum slides and time-altering bubbles to its portal-hopping shootsing,https://www.rockpapershotgun.com/splitgate-2-will-add-bum-slides-and-time-altering-bubbles-to-its-portal-hopping-shootsing,2024-08-09,0.0
582,"Gainers & Losers: SAIL, Trent among 6 stocks that hogged limelight on Friday",https://m.economictimes.com/markets/web-stories/gainers-amp-losers-sail-trent-among-6-stocks-that-hogged-limelight-on-friday/slideshow/112403039.cms,2024-08-09,0.0
583,Stock market update: FMCG stocks up as market rises,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-fmcg-stocks-up-as-market-rises/articleshow/112403018.cms,2024-08-09,0.0
584,Stock market update: Nifty Bank index advances 0.65%,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-nifty-bank-index-advances-0-65/articleshow/112402837.cms,2024-08-09,0.0
585,"Global stocks rally drives Sensex, Nifty higher by 1%; RIL, Infosys lead rebound",https://www.thehindubusinessline.com/markets/global-stocks-rally-drives-sensex-nifty-higher-by-1-ril-infosys-lead-rebound/article68505326.ece,2024-08-09,0.0
586,Stock market update: Nifty Pharma index advances 0.43%,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-nifty-pharma-index-advances-0-43/articleshow/112402384.cms,2024-08-09,0.0
587,Paramount Cables Q1 Results: Cons PAT zooms 74% YoY to Rs 25.3 crore,https://economictimes.indiatimes.com/markets/stocks/earnings/paramount-cables-q1-results-cons-pat-zooms-74-yoy-to-rs-25-3-crore/articleshow/112401895.cms,2024-08-09,0.0
588,"Sensex spurts 819 pts; Nifty above 24,350; VIX drops 7.45%",https://www.business-standard.com/markets/capital-market-news/sensex-spurts-819-pts-nifty-above-24-350-vix-drops-7-45-124080901029_1.html,2024-08-09,0.0
589,The changing landscape of global central banking & its likely market implications,https://economictimes.indiatimes.com/markets/stocks/news/the-changing-landscape-of-global-central-banking-its-likely-market-implications/articleshow/112400178.cms,2024-08-09,0.0
590,"Nifty above 24,350 mark; media shares rally for 4th day",https://www.business-standard.com/markets/capital-market-news/nifty-above-24-350-mark-media-shares-rally-for-4th-day-124080900694_1.html,2024-08-09,0.0
591,Pidilite Ind shares down 1.34% as Nifty gains,https://economictimes.indiatimes.com/markets/stocks/stock-watch/pidilite-ind-shares-down-1-34-as-nifty-gains/articleshow/112399021.cms,2024-08-09,0.51
592,"Trent, PI Industries among 6 large & midcap stocks that hit new 52-week highs on Friday",https://m.economictimes.com/markets/commodities/news/trent-pi-industries-among-6-large-midcap-stocks-that-hit-new-52-week-highs-on-friday/on-a-high/slideshow/112399175.cms,2024-08-09,0.0
593,"India's equity MF inflows ease off record high levels in July, shows data",https://www.business-standard.com/markets/mutual-fund/india-s-equity-mf-inflows-ease-off-record-high-levels-in-july-shows-data-124080900620_1.html,2024-08-09,0.0
594,2 top stock recommendations from Dharmesh Shah,https://economictimes.indiatimes.com/markets/expert-view/2-top-stock-recommendations-from-dharmesh-shah/articleshow/112398554.cms,2024-08-09,0.0
595,Tata Elxsi shares rise 0.29 per cent in Friday's trading session,https://economictimes.indiatimes.com/markets/stocks/stock-watch/tata-elxsi-shares-rise-0-29-per-cent-in-fridays-trading-session/articleshow/112398586.cms,2024-08-09,0.0
596,Shares of DLF rise as Nifty gains,https://economictimes.indiatimes.com/markets/stocks/stock-watch/shares-of-dlf-rise-as-nifty-gains/articleshow/112398213.cms,2024-08-09,0.549
597,Ambuja Cements share price down 0.56 per cent,https://economictimes.indiatimes.com/markets/stocks/stock-watch/ambuja-cements-share-price-down-0-56-per-cent/articleshow/112398102.cms,2024-08-09,0.0
598,Indices trade with major gains; European mkt advance,https://www.business-standard.com/markets/capital-market-news/indices-trade-with-major-gains-european-mkt-advance-124080900571_1.html,2024-08-09,0.0
599,Godrej Consumer shares down 0.22% as Nifty gains,https://economictimes.indiatimes.com/markets/stocks/stock-watch/godrej-consumer-shares-down-0-22-as-nifty-gains/articleshow/112397610.cms,2024-08-09,0.51
600,Chola Inv Finance shares fall 0.84% as Nifty gains,https://economictimes.indiatimes.com/markets/stocks/stock-watch/chola-inv-finance-shares-fall-0-84-as-nifty-gains/articleshow/112397437.cms,2024-08-09,0.0
601,ACC shares drop 0.25% as Sensex rises,https://economictimes.indiatimes.com/markets/stocks/stock-watch/acc-shares-drop-0-25-as-sensex-rises/articleshow/112397301.cms,2024-08-09,0.0
602,Shares of Avenue Supermart rise as Nifty gains,https://economictimes.indiatimes.com/markets/stocks/stock-watch/shares-of-avenue-supermart-rise-as-nifty-gains/articleshow/112397062.cms,2024-08-09,0.51
603,Adani Power shares up 0.6% as Nifty gains,https://economictimes.indiatimes.com/markets/stocks/stock-watch/adani-power-shares-up-0-6-as-nifty-gains/articleshow/112396926.cms,2024-08-09,0.51
604,Tube Investments shares drop 0.03% as Sensex rises,https://economictimes.indiatimes.com/markets/stocks/stock-watch/tube-investments-shares-drop-0-03-as-sensex-rises/articleshow/112396629.cms,2024-08-09,0.0
605,Share price of Indian Oil Corp. falls as Nifty strengthens,https://economictimes.indiatimes.com/markets/stocks/stock-watch/share-price-of-indian-oil-corp-falls-as-nifty-strengthens/articleshow/112396501.cms,2024-08-09,0.0
606,Barometers turn rangebound; realty shares in demand,https://www.business-standard.com/markets/capital-market-news/barometers-turn-rangebound-realty-shares-in-demand-124080900501_1.html,2024-08-09,0.0
607,Shares of Havells India rise as Nifty gains,https://economictimes.indiatimes.com/markets/stocks/stock-watch/shares-of-havells-india-rise-as-nifty-gains/articleshow/112396361.cms,2024-08-09,0.51
608,INR edges up as NIFTY extends bounce,https://www.business-standard.com/markets/capital-market-news/inr-edges-up-as-nifty-extends-bounce-124080900509_1.html,2024-08-09,0.0
609,Divis Labs shares rise 0.28% as Sensex climbs,https://economictimes.indiatimes.com/markets/stocks/stock-watch/divis-labs-shares-rise-0-28-as-sensex-climbs/articleshow/112396209.cms,2024-08-09,0.0
610,Siemens shares rise 1.08% as Sensex climbs,https://economictimes.indiatimes.com/markets/stocks/stock-watch/siemens-shares-rise-1-08-as-sensex-climbs/articleshow/112396067.cms,2024-08-09,0.0
611,Crompton Greaves shares gain 1.14% as Sensex rises,https://economictimes.indiatimes.com/markets/stocks/stock-watch/crompton-greaves-shares-gain-1-14-as-sensex-rises/articleshow/112395853.cms,2024-08-09,0.0
612,Shree Cements shares decline 0.04% as Sensex climbs,https://economictimes.indiatimes.com/markets/stocks/stock-watch/shree-cements-shares-decline-0-04-as-sensex-climbs/articleshow/112395688.cms,2024-08-09,0.0
613,Tata Power shares rise 0.23 per cent in Friday's trading session,https://economictimes.indiatimes.com/markets/stocks/stock-watch/tata-power-shares-rise-0-23-per-cent-in-fridays-trading-session/articleshow/112395544.cms,2024-08-09,0.0
614,"Oil India rallies 7%, hits record high post Q1 results; ONGC surges 4%",https://www.business-standard.com/markets/news/oil-india-rallies-7-hits-record-high-post-q1-results-ongc-surges-4-124080900417_1.html,2024-08-09,0.0
615,GAIL shares up 0.08% as Nifty gains,https://economictimes.indiatimes.com/markets/stocks/stock-watch/gail-shares-up-0-08-as-nifty-gains/articleshow/112394847.cms,2024-08-09,0.549
616,"Nifty near 24,350 mark; IT shares advance; VIX drops 5.85%",https://www.business-standard.com/markets/capital-market-news/nifty-near-24-350-mark-it-shares-advance-vix-drops-5-85-124080900424_1.html,2024-08-09,0.0
617,HDFC AMC shares up 1.25% as Nifty gains,https://economictimes.indiatimes.com/markets/stocks/stock-watch/hdfc-amc-shares-up-1-25-as-nifty-gains/articleshow/112394709.cms,2024-08-09,0.51
618,Gtech AirRam 3 cordless upright vacuum cleaner review,https://www.techradar.com/home/vacuums/gtech-airram-3-cordless-upright-vacuum-cleaner-review,2024-08-09,0.0
619,Stock market update: Fertilisers stocks up as market rises,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-fertilisers-stocks-up-as-market-rises/articleshow/112394467.cms,2024-08-09,0.0
620,Stock market update: Stocks that hit 52-week highs on NSE,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-stocks-that-hit-52-week-highs-on-nse/articleshow/112394315.cms,2024-08-09,0.0
621,Stock market update: Stocks that hit 52-week lows on NSE,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-stocks-that-hit-52-week-lows-on-nse/articleshow/112394232.cms,2024-08-09,0.0
622,"Nifty IT soars 2% amid positive US job data, rebound in global markets",https://www.business-standard.com/markets/news/nifty-it-soars-2-amid-positive-us-job-data-rebound-in-global-markets-124080900366_1.html,2024-08-09,0.0
623,Stock market update: Nifty Pharma index advances 0.38% in an upbeat market,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-nifty-pharma-index-advances-0-38-in-an-upbeat-market/articleshow/112394136.cms,2024-08-09,0.0
624,Varun Beverages shares rise 2.12% as Nifty gains,https://economictimes.indiatimes.com/markets/stocks/stock-watch/varun-beverages-shares-rise-2-12-as-nifty-gains/articleshow/112394010.cms,2024-08-09,0.51
625,Stock market update: Power stocks up as market rises,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-power-stocks-up-as-market-rises/articleshow/112393989.cms,2024-08-09,0.0
626,"Railway, PSU, and IT stocks most vulnerable to market downturns, warn experts. Here's what they recommend instead",https://economictimes.indiatimes.com/markets/stocks/news/railway-psu-and-it-stocks-most-vulnerable-to-market-downturns-warn-experts-heres-what-they-recommend-instead/articleshow/112393878.cms,2024-08-09,0.0
627,Share price of Indian Hotels rises as Nifty strengthens,https://economictimes.indiatimes.com/markets/stocks/stock-watch/share-price-of-indian-hotels-rises-as-nifty-strengthens/articleshow/112393914.cms,2024-08-09,0.0
628,LTIMindtree shares rise 1.62 per cent in Friday's trading session,https://economictimes.indiatimes.com/markets/stocks/stock-watch/ltimindtree-shares-rise-1-62-per-cent-in-fridays-trading-session/articleshow/112393626.cms,2024-08-09,0.0
629,Stock market update: FMCG stocks up as market rises,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-fmcg-stocks-up-as-market-rises/articleshow/112393590.cms,2024-08-09,0.0
630,"Bank Nifty prediction today – Aug 9, 2024: Resistance ahead for the index",https://www.thehindubusinessline.com/portfolio/technical-analysis/bank-nifty-prediction-today-9-august-2024/article68504542.ece,2024-08-09,0.0
631,Lupin shares rise 2.36 per cent in Friday's trading session,https://economictimes.indiatimes.com/markets/stocks/stock-watch/lupin-shares-rise-2-36-per-cent-in-fridays-trading-session/articleshow/112393519.cms,2024-08-09,0.0
632,Shriram Finance shares up 1.77% as Nifty gains,https://economictimes.indiatimes.com/markets/stocks/stock-watch/shriram-finance-shares-up-1-77-as-nifty-gains/articleshow/112393415.cms,2024-08-09,0.51
633,Share market update: Most active stocks on D-Street today in terms of volume,https://economictimes.indiatimes.com/markets/stocks/stock-watch/share-market-update-most-active-stocks-on-d-street-today-in-terms-of-volume/articleshow/112393386.cms,2024-08-09,0.0
634,"Sensex and Nifty rebound strongly, fuelled by US and Asian market rally",https://www.thehindubusinessline.com/markets/sensex-and-nifty-rebound-strongly-fuelled-by-us-and-asian-market-rally/article68504517.ece,2024-08-09,0.0
635,Sensex spurts 714 pts; auto shares in demand,https://www.business-standard.com/markets/capital-market-news/sensex-spurts-714-pts-auto-shares-in-demand-124080900337_1.html,2024-08-09,0.0
636,Share market update: Most active stocks of the day in terms of total traded value,https://economictimes.indiatimes.com/markets/stocks/stock-watch/share-market-update-most-active-stocks-of-the-day-in-terms-of-total-traded-value/articleshow/112393279.cms,2024-08-09,0.0
637,SRF shares rise 1.78% as Sensex climbs,https://economictimes.indiatimes.com/markets/stocks/stock-watch/srf-shares-rise-1-78-as-sensex-climbs/articleshow/112393173.cms,2024-08-09,0.0
638,Stock market update: Sugar stocks up as market rises,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-sugar-stocks-up-as-market-rises/articleshow/112393140.cms,2024-08-09,0.0
639,Rupee rises 8 paise to 83.89 against US dollar in early trade,https://www.thehindubusinessline.com/markets/forex/rupee-rises-8-paise-to-8389-against-us-dollar-in-early-trade/article68504508.ece,2024-08-09,0.0
640,Zomato shares up 2.4% as Nifty gains,https://economictimes.indiatimes.com/markets/stocks/stock-watch/zomato-shares-up-2-4-as-nifty-gains/articleshow/112393054.cms,2024-08-09,0.549
641,"Nifty Prediction Today – August 09, 2024: Lacks follow-through rise. Go short on a break below the immediate support",https://www.thehindubusinessline.com/portfolio/technical-analysis/nifty-prediction-today-9-august-2024/article68504502.ece,2024-08-09,0.0
642,Stock market update: Mining stocks up as market rises,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-mining-stocks-up-as-market-rises/articleshow/112393010.cms,2024-08-09,0.0
643,Rupee rises 8 paise to 83.89 against US dollar during early trade,https://www.business-standard.com/finance/news/rupee-rises-8-paise-to-83-89-against-us-dollar-during-early-trade-124080900267_1.html,2024-08-09,0.0
644,Stock market update: Nifty Auto index advances 1.62% in an upbeat market,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-nifty-auto-index-advances-1-62-in-an-upbeat-market/articleshow/112392872.cms,2024-08-09,0.0
645,Shares of PI Industries rise as Nifty gains,https://economictimes.indiatimes.com/markets/stocks/stock-watch/shares-of-pi-industries-rise-as-nifty-gains/articleshow/112392782.cms,2024-08-09,0.51
646,Sensex surges over 800 pts as global markets rally,https://timesofindia.indiatimes.com/business/india-business/sensex-surges-over-800-pts-as-global-markets-rally/articleshow/112415897.cms,2024-08-09,0.0
647,Centre gets into the Act to create desi 'Big Fours',https://economictimes.indiatimes.com/industry/services/consultancy-/-audit/centre-gets-into-the-act-to-create-desi-big-fours/articleshow/112411843.cms,2024-08-09,0.0
