,title,url,publishedAt,FinBERT score
731,Vikas Khemani on why waiting for dips could be costly for long term investors,https://economictimes.indiatimes.com/markets/expert-view/vikas-khemani-on-why-waiting-for-dips-could-be-costly-for-long-term-investors/articleshow/112915990.cms,2024-08-30T06:27:01Z,0.0
732,Siemens shares up 0.22% as Nifty gains,https://economictimes.indiatimes.com/markets/stocks/stock-watch/siemens-shares-up-0-22-as-nifty-gains/articleshow/112916231.cms,2024-08-30T06:22:59Z,0.6456502079963684
733,Broader mkt outperforms; realty shares in demand,https://www.business-standard.com/markets/capital-market-news/broader-mkt-outperforms-realty-shares-in-demand-124083000331_1.html,2024-08-30T06:10:00Z,0.0
734,Shares of Crompton Greaves rise as Nifty gains,https://economictimes.indiatimes.com/markets/stocks/stock-watch/shares-of-crompton-greaves-rise-as-nifty-gains/articleshow/112915460.cms,2024-08-30T05:57:27Z,0.0
735,These stocks rallied up to 13% in run-up to Sept rollovers; what next?,https://www.business-standard.com/markets/news/these-stocks-rallied-up-to-13-in-run-up-to-sept-rollovers-what-next-124083000280_1.html,2024-08-30T05:53:52Z,0.0
736,Share market update: Most active stocks on D-Street today in terms of volume,https://economictimes.indiatimes.com/markets/stocks/stock-watch/share-market-update-most-active-stocks-on-d-street-today-in-terms-of-volume/articleshow/112915099.cms,2024-08-30T05:45:59Z,0.0
737,Stock market update: Stocks that hit 52-week highs on NSE,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-stocks-that-hit-52-week-highs-on-nse/articleshow/112914977.cms,2024-08-30T05:40:52Z,0.0
738,PI Industries shares rise 0.84 per cent in Friday's trading session,https://economictimes.indiatimes.com/markets/stocks/stock-watch/pi-industries-shares-rise-0-84-per-cent-in-fridays-trading-session/articleshow/112914887.cms,2024-08-30T05:36:49Z,0.0
739,Stock market update: Fertilisers stocks up as market rises,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-fertilisers-stocks-up-as-market-rises/articleshow/112914847.cms,2024-08-30T05:35:45Z,0.0
740,Share price of SRF rises as Nifty strengthens,https://economictimes.indiatimes.com/markets/stocks/stock-watch/share-price-of-srf-rises-as-nifty-strengthens/articleshow/112914753.cms,2024-08-30T05:31:41Z,0.0
741,Stock market update: Mining stocks up as market rises,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-mining-stocks-up-as-market-rises/articleshow/112914708.cms,2024-08-30T05:30:35Z,0.0
742,Stock market update: Power stocks up as market rises,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-power-stocks-up-as-market-rises/articleshow/112914524.cms,2024-08-30T05:25:20Z,0.0
743,Stock market update: FMCG stocks up as market rises,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-fmcg-stocks-up-as-market-rises/articleshow/112914090.cms,2024-08-30T05:09:58Z,0.0
744,Sensex gains 204 pts; Pharma shares in demand,https://www.business-standard.com/markets/capital-market-news/sensex-gains-204-pts-pharma-shares-in-demand-124083000230_1.html,2024-08-30T05:06:00Z,0.0
745,Colgate-Palmolive shares up 0.95% as Nifty gains,https://economictimes.indiatimes.com/markets/stocks/stock-watch/colgate-palmolive-shares-up-0-95-as-nifty-gains/articleshow/112913985.cms,2024-08-30T05:05:56Z,0.5222482085227966
746,Sensex rises! But these stocks are down 5% or more on BSE,https://economictimes.indiatimes.com/markets/stocks/stock-watch/sensex-rises-but-these-stocks-are-down-5-or-more-on-bse/articleshow/112913957.cms,2024-08-30T05:04:48Z,-0.8995599746704102
747,"Bank Nifty Prediction today – Aug 30, 2024: Index testing the resistance",https://www.thehindubusinessline.com/portfolio/technical-analysis/bank-nifty-prediction-today-30-august-2024/article68584444.ece,2024-08-30T05:04:11Z,0.0
748,Tabbed out on the Oregon Trail,https://blog.zarfhome.com/2024/08/tabbed-out-on-the-oregon-trail,2024-08-30T04:59:58Z,0.0
749,Share price of Vedanta rises as Nifty strengthens,https://economictimes.indiatimes.com/markets/stocks/stock-watch/share-price-of-vedanta-rises-as-nifty-strengthens/articleshow/112913712.cms,2024-08-30T04:55:45Z,0.0
750,Stock market update: Sugar stocks up as market rises,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-sugar-stocks-up-as-market-rises/articleshow/112913684.cms,2024-08-30T04:54:39Z,0.0
751,"Fort Zumwalt North builds big lead, holds off Pattonville",https://www.stltoday.com/sports/high-school/football/fort-zumwalt-north-builds-big-lead-holds-off-pattonville/article_131272f6-675f-11ef-97ae-075040cc1e4e.html,2024-08-31T23:15:00Z,0.0
752,"Arch Manning dazzles in 2024 Texas Longhorns debut: Stats, highlights for backup QB vs. Colorado State",https://www.cbssports.com/college-football/news/arch-manning-dazzles-in-2024-texas-longhorns-debut-stats-highlights-for-backup-qb-vs-colorado-state/,2024-08-31T22:54:52Z,0.0
753,Arch Manning flashed creativity on his first touchdown pass for the Texas Longhorns,https://ftw.usatoday.com/2024/08/arch-mannings-first-texas-touchdown-longhorns,2024-08-31T22:17:41Z,0.0
754,WATCH: Texas QB Arch Manning throws first career touchdown pass after coming off bench vs. Colorado State,https://www.cbssports.com/college-football/news/watch-texas-qb-arch-manning-throws-first-career-touchdown-pass-after-coming-off-bench-vs-colorado-state/,2024-08-31T22:04:52Z,0.0
755,Onyx Boox Go Color 7 review: Progress and setbacks,https://www.androidpolice.com/boox-go-color-7-review/,2024-08-31T22:00:10Z,0.0
756,This Adobe Tool Animates Characters Using Your Voice (No Experience Needed),https://www.makeuseof.com/adobe-animate-characters-from-audio/,2024-08-31T21:15:12Z,0.0
757,Labor Day Vitamix Sale: Save Up To 50% On Bestselling Models,https://www.forbes.com/sites/forbes-personal-shopper/2024/08/31/labor-day-vitamix-sales/,2024-08-31T19:49:56Z,0.0
758,"Futures, options, and financial ruin: Inside India's F&O trading craze",https://economictimes.indiatimes.com/news/india/futures-options-and-financial-ruin-inside-indias-fo-trading-craze/articleshow/112955179.cms,2024-08-31T17:02:40Z,0.0
759,A starter pack to assess banks,https://www.thehindubusinessline.com/portfolio/big-story/a-starter-pack-to-assess-banks/article68584790.ece,2024-08-31T15:00:48Z,0.0
760,"SBI, HDFC Bank, Axis Bank, PNB, Bank of Baroda et al: The beginners guide to analysing banking stocks",https://www.thehindubusinessline.com/portfolio/big-story/sbi-hdfc-bank-axis-bank-pnb-bank-of-baroda-et-al-the-beginners-guide-to-analysing-banking-stocks/article68584790.ece,2024-08-31T15:00:48Z,0.0
761,"SBI, HDFC Bank, Axis Bank, PNB, Bank of Baroda et al: A beginners guide to analysing banking stocks",https://www.thehindubusinessline.com/portfolio/big-story/a-beginners-guide-to-analysing-banking-stocks/article68584790.ece,2024-08-31T15:00:48Z,0.0
762,"College football games, scores: Georgia vs. Clemson, Penn State vs. West Virginia and more",https://sports.yahoo.com/live/college-football-games-scores-georgia-vs-clemson-penn-state-vs-west-virginia-and-more-150041743.html,2024-08-31T15:00:41Z,0.0
763,12 Tricky NEW Disney World Hotel Hacks,https://www.disneyfoodblog.com/2024/08/31/12-tricky-new-disney-world-hotel-hacks/,2024-08-31T15:00:41Z,0.0
764,"College football games, scores: Georgia blasts Clemson in marquee showdown, 34-3",https://sports.yahoo.com/live/college-football-games-scores-georgia-blasts-clemson-in-marquee-showdown-34-3-150041903.html,2024-08-31T15:00:41Z,0.0
765,F&O Tracker: Nifty futures crack a psychological barrier,https://www.thehindubusinessline.com/portfolio/commodity-analysis/fo-tracker-nifty-futures-crack-a-psychological-barrier/article68589202.ece,2024-08-31T14:59:11Z,0.0
766,"Insurers gravitate to mid-, small-caps to earn better returns",https://www.thehindubusinessline.com/markets/insurers-gravitate-to-mid-small-caps-to-earn-better-returns/article68590109.ece,2024-08-31T14:57:21Z,0.0
767,"Engadget review recap: The Pixel 9 phones are surprisingly great, in spite of their price",https://slashdot.org/firehose.pl?op=view&amp;id=174883536,2024-08-31T14:32:30Z,0.0
768,[Removed],https://removed.com,2024-08-31T14:00:56Z,0.0
769,"Index Outlook: Nifty 50, Sensex: Bullish view is intact",https://www.thehindubusinessline.com/portfolio/technical-analysis/index-outlook-nifty-50-sensex-bullish-view-is-intact/article68588877.ece,2024-08-31T13:30:32Z,0.0
770,Tracking the Contemporary Romance Color of the Year,https://smartbitchestrashybooks.com/2024/08/tracking-the-contemporary-romance-color-of-the-year/,2024-08-31T12:00:57Z,0.0
771,Why Aren’t There More ‘Conan The Barbarian’ Board Games When This One’s So Good?,https://www.belloflostsouls.net/2024/08/why-arent-there-more-conan-the-barbarian-board-games-when-this-ones-so-good.html,2024-08-31T12:00:00Z,0.0
772,Nifty and Bank Nifty Prediction for the week 02 Sep’24 to 06 Sep’24 by BL GURU,https://www.thehindubusinessline.com/multimedia/video/nifty-and-bank-nifty-prediction-for-the-week-02-sep24-to-06-sep24-by-bl-guru/article68589422.ece,2024-08-31T11:40:41Z,0.0
773,"FPIs remain net buyers of Indian equities at Rs 7,320 crore in August",https://economictimes.indiatimes.com/markets/stocks/news/fpis-remain-net-buyers-of-indian-equities-at-rs-7320-crore-in-august/articleshow/112948703.cms,2024-08-31T10:27:58Z,0.0
774,Dalal Street Week Ahead: Market uptrend strong; stay selective and cautious,https://economictimes.indiatimes.com/markets/stocks/news/dalal-street-week-ahead-market-uptrend-strong-stay-selective-and-cautious/articleshow/112948573.cms,2024-08-31T10:24:41Z,0.0
775,Create ultra-realistic professional photos of yourself using Flux AI,https://www.geeky-gadgets.com/?p=436472,2024-08-31T08:02:23Z,0.0
776,"Block deals worth over Rs 43,068 crore this week. HDFC Bank, Indigo, RVNL among stocks with major action",https://economictimes.indiatimes.com/markets/stocks/news/block-deals-worth-over-rs-43068-crore-this-week-hdfc-bank-indigo-rvnl-among-stocks-with-major-action/articleshow/112942732.cms,2024-08-31T06:32:02Z,0.0
777,3 top stock recommendations from Rajesh Palviya for next week,https://economictimes.indiatimes.com/markets/expert-view/3-top-stock-recommendations-from-rajesh-palviya/articleshow/112942679.cms,2024-08-31T06:29:44Z,0.0
778,Here's why Vinit Bolinjkar is bullish on Paytm,https://economictimes.indiatimes.com/markets/expert-view/heres-why-vinit-bolinjkar-is-bullish-on-paytm/articleshow/112941010.cms,2024-08-31T05:01:04Z,0.0
779,197 smallcaps offer double-digit returns as markets continue record-breaking run in August,https://economictimes.indiatimes.com/markets/stocks/news/197-smallcaps-offer-double-digit-returns-as-markets-continue-record-breaking-run-in-august/articleshow/112940656.cms,2024-08-31T04:37:22Z,0.0
780,"F&O Talk| Significant upside possible in Nifty post 25,330, high probability of success in banking: Sahaj Agrawal of Kotak Securities",https://economictimes.indiatimes.com/markets/expert-view/fo-talk-significant-upside-possible-in-nifty-post-25330-high-probability-of-success-in-banking-sahaj-agrawal-of-kotak-securities/articleshow/112940530.cms,2024-08-31T04:32:39Z,0.0
781,Review: Cat Quest III (Nintendo Switch),https://purenintendo.com/review-cat-quest-iii-nintendo-switch/,2024-08-31T04:21:49Z,0.0
782,"4-in-1 EDC Pen also packs a Ruler, Stylus, and an Eternal Pencil that lasts forever",https://www.yankodesign.com/2024/08/30/4-in-1-edc-pen-also-packs-a-ruler-stylus-and-an-eternal-pencil-that-lasts-forever/,2024-08-31T04:00:29Z,0.0
783,Billionaire Buffett again sells BofA shares worth about $845 mln,https://economictimes.indiatimes.com/markets/stocks/news/billionaire-buffett-again-sells-bofa-shares-worth-about-845-mln/articleshow/112939862.cms,2024-08-31T03:45:17Z,0.0
784,How to use the Pixel Screenshots app on the Google Pixel 9,https://www.androidcentral.com/apps-software/how-to-use-the-pixel-screenshots-app-on-the-google-pixel-9,2024-08-31T03:27:39Z,0.0
785,Dalal Street bulls scale new peaks,https://economictimes.indiatimes.com/markets/stocks/news/dalal-street-bulls-scale-new-peaks/articleshow/112938846.cms,2024-08-31T02:08:58Z,0.0
786,Nifty rallies for 12th day - its longest winning run ever,https://timesofindia.indiatimes.com/business/india-business/nifty-rallies-for-12th-day-its-longest-winning-run-ever/articleshow/112938530.cms,2024-08-31T01:24:19Z,0.0
787,These 15 PSU stocks have corrected over 30% and are trading at crucial support level.,https://economictimes.indiatimes.com/prime/money-and-markets/these-15-psu-stocks-have-corrected-over-30-and-are-trading-at-crucial-support-level-/primearticleshow/112974643.cms,2024-09-01T22:45:00Z,0.0
788,Family of Calgary's Ron 'Buck Shot' Barge share favourite memories,https://www.cbc.ca/news/canada/calgary/ron-barge-buck-shot-show-canada-1.7310991,2024-09-01T20:19:44Z,0.0
789,"Wolfs Review: Brad Pitt And George Clooney Reunite For A Stylish, Serviceable Scorsese Riff",https://www.slashfilm.com/1654608/wolfs-review-george-clooney-brad-pitt/,2024-09-01T19:50:00Z,0.0
790,"Street Signs: F&O seismic shift, IPO fervour going strong, and more",https://www.business-standard.com/markets/news/street-signs-f-o-seismic-shift-ipo-fervour-going-strong-and-more-124090100383_1.html,2024-09-01T16:10:05Z,0.0
791,Sam Leavitt leads ASU to convincing victory in 1st career start,https://www.azcentral.com/story/sports/college/asu/2024/09/01/sam-leavitt-leads-asu-to-convincing-victory-over-wyoming/75003700007/,2024-09-01T14:27:37Z,0.0
792,Shadow of the Ninja Reborn: peak pixel art from Tengo Project,https://www.eurogamer.net/digitalfoundry-2024-shadow-of-the-ninja-reborn-peak-pixel-art-from-tengo-project,2024-09-01T14:00:00Z,0.0
793,Alexa could ditch Amazon's tech for Anthropic's Claude AI,https://www.androidpolice.com/amazon-tying-up-with-anthropics-claude-for-its-generative-ai-efforts/,2024-09-01T13:48:30Z,0.0
794,"FPIs stay bullish on equities in August, but inflows ease to ₹7,320 crore",https://www.thehindubusinessline.com/economy/fpis-stay-bullish-on-equities-in-august-but-inflows-ease-to-7320-crore/article68593327.ece,2024-09-01T13:33:53Z,0.0
795,The headphones that replaced my AirPods,https://www.theverge.com/2024/9/1/24232267/shokz-openrun-airpods-star-wars-outlaws-airwrap-installer,2024-09-01T12:00:00Z,0.0
796,Ahead of Market: 10 things that will decide D-Street action on Monday,https://economictimes.indiatimes.com/markets/stocks/news/ahead-of-market-10-things-that-will-decide-d-street-action-on-monday/articleshow/112969054.cms,2024-09-01T11:40:48Z,0.0
797,AMD Ryzen 9000 Series & Linux Kernel Drama Made For An Exciting August,https://www.phoronix.com/news/August-2024-Highlights,2024-09-01T10:58:30Z,0.0
798,The Sunday Papers,https://www.rockpapershotgun.com/the-sunday-papers-733,2024-09-01T10:00:00Z,0.0
799,"Nifty eyeing 26,000 in short term, bet on these 3 stocks for the week: Rupak De",https://economictimes.indiatimes.com/markets/expert-view/nifty-eyeing-26000-in-short-term-bet-on-these-3-stocks-for-the-week-rupak-de/articleshow/112966615.cms,2024-09-01T09:15:39Z,0.0
800,5 Innovative Ways To Grow Vegetables Indoors Without A Garden,https://bitrebels.com/lifestyle/5-innovative-ways-grow-vegetables-indoors-garden/,2024-09-01T08:00:00Z,0.0
801,"Indian markets may see volatility in September, with Fed likely to cut rates: Experts",https://economictimes.indiatimes.com/markets/stocks/news/indian-markets-may-see-volatility-in-september-with-fed-likely-to-cut-rates-experts/articleshow/112965387.cms,2024-09-01T07:52:14Z,0.0
802,"FPIs inflow in equities drops to Rs 7,320 cr in August on higher valuations",https://economictimes.indiatimes.com/markets/stocks/news/fpis-inflow-in-equities-drops-to-rs-7320-cr-in-august-on-higher-valuations/articleshow/112963767.cms,2024-09-01T06:13:36Z,-0.6762624382972717
803,"FPIs inflow in equities drops to Rs 7,320 cr in August on higher valuations",https://www.business-standard.com/markets/news/fpis-inflow-in-equities-drops-to-rs-7-320-cr-in-august-on-higher-valuations-124090100117_1.html,2024-09-01T05:41:11Z,-0.6647636890411377
804,"Global trends, trading activity of FPIs key factors to drive market sentiments",https://www.thehindubusinessline.com/markets/global-trends-trading-activity-of-fpis-key-factors-to-drive-market-sentiments/article68592396.ece,2024-09-01T05:02:41Z,0.0
805,"F&O Talk: IT, pharma technically well placed, may contribute to Nifty’s upmove, says Sudeep Shah of SBI Securities",https://economictimes.indiatimes.com/markets/expert-view/fo-talk-it-pharma-technically-well-placed-may-contribute-to-niftys-upmove-says-sudeep-shah-of-sbi-securities/articleshow/112962774.cms,2024-09-01T05:00:45Z,0.0
806,Sunday Morning Showdown: Urwerk EMC SR-71 Vs. MB&F HM8 Mark 2,https://www.fratellowatches.com/sunday-morning-showdown-urwerk-emc-sr-71-versus-mbf-hm8-mark-2/,2024-09-01T05:00:37Z,0.0
807,"Global trends, trading activity of FPIs key factors to drive mkt sentiments",https://www.business-standard.com/markets/news/global-trends-trading-activity-of-fpis-key-factors-to-drive-mkt-sentiments-124090100084_1.html,2024-09-01T04:50:33Z,0.0
808,"FII action, global cues and 6 more factors that will steer D-Street this week",https://economictimes.indiatimes.com/markets/stocks/news/fii-action-global-cues-and-6-more-factors-that-will-steer-d-street-this-week/articleshow/112962243.cms,2024-09-01T04:13:10Z,0.0
809,Four new films to see this week,https://www.irishtimes.com/culture/film/2024/09/01/four-new-films-to-see-this-week/,2024-09-01T04:00:00Z,0.0
810,[Removed],https://removed.com,2024-09-01T03:23:41Z,0.0
811,"Mankind Pharma eyes ₹9,000 cr via debt to stitch BSV deal",https://economictimes.indiatimes.com/industry/healthcare/biotech/pharmaceuticals/mankind-pharma-eyes-9000-cr-via-debt-to-stitch-bsv-deal/articleshow/113003182.cms,2024-09-02T23:41:00Z,0.0
812,10 Shows to See in Upstate New York This September,http://hyperallergic.com/947250/10-shows-to-see-in-upstate-new-york-september-2024/,2024-09-02T20:01:00Z,0.0
813,A Digital Replacement For Your Magic Eye,https://hackaday.com/2024/09/02/a-digital-replacement-for-your-magic-eye/,2024-09-02T20:00:58Z,0.0
814,Smile 2 gets a new poster; trailer tomorrow,https://www.joblo.com/smile-2-gets-a-new-poster-trailer-tomorrow/,2024-09-02T17:38:38Z,0.0
815,Who is available to Scotland's free agent hunters?,https://www.bbc.com/sport/football/articles/cx2l1k70kr9o,2024-09-02T16:19:40Z,0.0
816,"All the AI features in Gmail, explained",https://www.androidauthority.com/gmail-ai-features-3477303/,2024-09-02T15:34:29Z,0.0
817,Ahead of Market: 10 things that will decide stock action on Tuesday,https://economictimes.indiatimes.com/markets/stocks/news/ahead-of-market-10-things-that-will-decide-stock-action-on-tuesday/articleshow/112999972.cms,2024-09-02T15:29:59Z,0.0
818,Save $250 on a Samsung Galaxy S24 Ultra in This Amazon Labor Day Deal,https://www.cnet.com/deals/save-250-on-a-samsung-galaxy-s24-ultra-in-this-amazon-labor-day-deal/,2024-09-02T15:03:24Z,0.0
819,"Market Trading Guide: Bajaj Finance, PI Industries among 5 stock recommendations for Tuesday",https://m.economictimes.com/markets/stocks/news/market-trading-guide-bajaj-finance-pi-industries-among-5-stock-recommendations-for-tuesday/stock-ideas/slideshow/112999534.cms,2024-09-02T14:52:29Z,0.0
820,The Five Most Underrated Movies of Summer 2024,https://www.joblo.com/the-five-most-underrated-movies-of-summer-2024/,2024-09-02T13:57:48Z,0.0
821,"Tech View: Nifty gives no signs of reversal, support at 25,100. Here’s how to trade on Tuesday",https://economictimes.indiatimes.com/markets/stocks/news/tech-view-nifty-gives-no-signs-of-reversal-support-at-25100-heres-how-to-trade-on-tuesday/articleshow/112998019.cms,2024-09-02T13:29:59Z,0.0
822,"Markets extend record-winning run; Sensex, Nifty log new closing highs",https://www.business-standard.com/markets/stock-market-news/markets-extend-record-winning-run-sensex-nifty-log-new-closing-highs-124090200985_1.html,2024-09-02T13:02:17Z,0.0
823,Jordan Peele’s Newly Published ‘Us’ Screenplay Provides an Expanded Understanding of the Film — Without Giving Away Its Secrets,https://www.indiewire.com/news/general-news/jordan-peele-us-annotated-screenplay-1235041429/,2024-09-02T13:00:00Z,0.0
824,"ITC, Infosys among 7 Nifty50 stocks that hit fresh 52-week highs on Monday",https://m.economictimes.com/markets/stocks/news/itc-infosys-among-7-nifty50-stocks-that-hit-fresh-52-week-highs-on-monday/market-movers/slideshow/112996490.cms,2024-09-02T12:24:43Z,0.0
825,INR slips lower on disappointing macros; positive equities limit downside,https://www.business-standard.com/markets/capital-market-news/inr-slips-lower-on-disappointing-macros-positive-equities-limit-downside-124090200927_1.html,2024-09-02T12:08:00Z,-0.8435476422309875
826,My Family Griped About Our Smart Home Tech... Until We Lost It,https://www.cnet.com/home/smart-home/my-family-griped-about-our-smart-home-tech-until-we-lost-it/,2024-09-02T12:00:00Z,0.0
827,9 NFOs to launch this week: Check details before investing,https://www.business-standard.com/finance/personal-finance/9-nfos-to-launch-this-week-check-details-before-investing-124090200827_1.html,2024-09-02T11:58:20Z,0.0
828,"Indices hit new record highs; Nifty ends at 25,278.70; VIX rises over 14",https://www.business-standard.com/markets/capital-market-news/indices-hit-new-record-highs-nifty-ends-at-25-278-70-vix-rises-over-14-124090200925_1.html,2024-09-02T11:58:00Z,0.0
829,Sensex rises! But these stocks fell 5% or more in Monday's session,https://economictimes.indiatimes.com/markets/stocks/stock-watch/sensex-rises-but-these-stocks-fell-5-or-more-in-mondays-session/articleshow/112995537.cms,2024-09-02T11:56:49Z,-0.8408297896385193
830,Here's how to use Window Tiling on macOS Sequoia,https://www.imore.com/mac/macos/heres-how-to-use-window-tiling-on-macos-sequoia,2024-09-02T11:56:01Z,0.0
831,Take Home an Echo Pop and Smart Bulb for 61% Off at Amazon,https://www.cnet.com/deals/take-home-an-echo-pop-and-smart-bulb-for-61-off-at-amazon/,2024-09-02T11:54:16Z,0.0
832,Stock market update: Nifty IT index advances 0.44%,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-nifty-it-index-advances-0-44/articleshow/112995446.cms,2024-09-02T11:51:42Z,0.0
833,Stock market update: Nifty Realty index falls 0.24%,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-nifty-realty-index-falls-0-24/articleshow/112995310.cms,2024-09-02T11:46:37Z,0.0
834,Stock market update: Fertilisers stocks up as market rises,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-fertilisers-stocks-up-as-market-rises/articleshow/112995174.cms,2024-09-02T11:41:26Z,0.0
835,"Vedanta board approves third interim dividend of Rs 20/share. Company payout at Rs 7,821 crore",https://economictimes.indiatimes.com/markets/stocks/news/vedanta-board-approves-third-interim-dividend-of-rs-20/share-company-payout-at-rs-7821-crore/articleshow/112995084.cms,2024-09-02T11:37:58Z,0.0
836,Stock market update: Stocks that hit 52-week lows on NSE in today's trade,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-stocks-that-hit-52-week-lows-on-nse-in-todays-trade/articleshow/112995032.cms,2024-09-02T11:36:21Z,-0.5569081902503967
837,Stock market update: FMCG stocks mixed as market rises,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-fmcg-stocks-mixed-as-market-rises/articleshow/112994883.cms,2024-09-02T11:31:14Z,0.0
838,Stock market update: Stocks that hit 52-week highs on NSE in today's trade,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-stocks-that-hit-52-week-highs-on-nse-in-todays-trade/articleshow/112994503.cms,2024-09-02T11:21:05Z,0.0
839,Don’t think 20-30% return is a birthright; time to go long on gold and neutral weight on equity: Nilesh Shah,https://economictimes.indiatimes.com/markets/expert-view/dont-think-20-30-return-is-a-birthright-time-to-go-long-on-gold-and-neutral-weight-on-equity-nilesh-shah/articleshow/112988236.cms,2024-09-02T11:20:00Z,0.0
840,"Sensex Closes Above 82,500 Points For First Time Ever, Nifty At 25,278",https://www.ndtv.com/business-news/sensex-closes-above-82-500-points-for-first-time-ever-nifty-at-25-278-6473304,2024-09-02T11:14:19Z,0.0
841,Stock market update: Nifty Auto index falls 0.39%,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-nifty-auto-index-falls-0-39/articleshow/112994119.cms,2024-09-02T11:10:56Z,0.0
842,"Despite Wall-To-Wall Media Propaganda To Protect Kamala’s Incompetence, Voters Are Onto Her",https://thefederalist.com/2024/09/02/despite-wall-to-wall-media-propaganda-to-protect-kamalas-incompetence-voters-are-onto-her/,2024-09-02T11:09:16Z,0.0
843,"Markets end in green amid sectoral mix; Sensex, Nifty hit new highs",https://www.thehindubusinessline.com/markets/stock-markets/stock-market-today-markets-end-in-green-amid-sectoral-mix-sensex-nifty-hit-new-highs/article68596469.ece,2024-09-02T11:04:34Z,0.0
844,Stock market update: Power stocks down as market rises,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-power-stocks-down-as-market-rises/articleshow/112993874.cms,2024-09-02T11:00:47Z,-0.5407305955886841
845,Share market update: Most active stocks in today's market in terms of volume,https://economictimes.indiatimes.com/markets/stocks/stock-watch/share-market-update-most-active-stocks-in-todays-market-in-terms-of-volume/articleshow/112993715.cms,2024-09-02T10:55:39Z,0.0
846,"Sensex, Nifty hit record highs on foreign fund inflows, rally in US markets",https://www.thehindubusinessline.com/markets/market-news-sensex-nifty-hit-record-highs-on-foreign-fund-inflows-rally-in-us-markets/article68596433.ece,2024-09-02T10:46:23Z,0.0
847,Share market update: Most active stocks of the day in terms of traded value,https://economictimes.indiatimes.com/markets/stocks/stock-watch/share-market-update-most-active-stocks-of-the-day-in-terms-of-traded-value/articleshow/112993367.cms,2024-09-02T10:45:29Z,0.0
848,Understanding the Iron Condor strategy: A practical guide for crypto traders,https://economictimes.indiatimes.com/markets/cryptocurrency/understanding-the-iron-condor-strategy-a-practical-guide-for-crypto-traders/articleshow/112993329.cms,2024-09-02T10:44:05Z,0.0
849,Stock market update: Nifty Bank index advances 0.17%,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-nifty-bank-index-advances-0-17/articleshow/112993211.cms,2024-09-02T10:40:23Z,0.0
850,"Gainers & losers: Gujarat Gas, Tata Motors among 7 stocks in limelight on Monday",https://m.economictimes.com/markets/web-stories/gainers-amp-losers-gujarat-gas-tata-motors-among-7-stocks-in-limelight-on-monday/slideshow/112993021.cms,2024-09-02T10:35:21Z,0.0
851,Stock market update: Mining stocks down as market rises,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-mining-stocks-down-as-market-rises/articleshow/112993015.cms,2024-09-02T10:35:16Z,-0.7445091605186462
852,India stocks higher at close of trade; Nifty 50 up 0.15%,https://www.investing.com/news/stock-market-news/india-stocks-higher-at-close-of-trade-nifty-50-up-015-3596908,2024-09-02T10:35:05Z,0.6809499859809875
853,"Market Wrap: Nifty soars for 13th straight session on growth optimism; IT, financial stocks shine",https://economictimes.indiatimes.com/markets/stocks/news/market-wrap-nifty-soars-for-13th-straight-session-on-growth-optimism-it-financial-stocks-shine/articleshow/112992945.cms,2024-09-02T10:33:14Z,0.0
854,Stock market update: Sugar stocks down as market rises,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-sugar-stocks-down-as-market-rises/articleshow/112992829.cms,2024-09-02T10:30:09Z,-0.8131798505783081
855,"Benchmarks hit fresh record highs; Nifty ends above 25,250; VIX spurts 4.98%",https://www.business-standard.com/markets/capital-market-news/benchmarks-hit-fresh-record-highs-nifty-ends-above-25-250-vix-spurts-4-98-124090200727_1.html,2024-09-02T10:27:00Z,0.0
856,Honor Magic 6 Pro review: Possibly the best Android phone money can buy,https://www.eurogamer.net/digitalfoundry-2024-honor-magic-6-pro-review-possibly-the-best-android-phone-money-can-buy,2024-09-02T09:54:52Z,0.0
857,Market will continue to move sideways with some sector rotation: Seshadri Sen,https://economictimes.indiatimes.com/markets/expert-view/market-will-continue-to-move-sideways-with-some-sector-rotation-seshadri-sen/articleshow/112990113.cms,2024-09-02T09:14:48Z,0.0
858,"Adani Ports out, REC in: How Bernstein has tweaked its portfolio",https://economictimes.indiatimes.com/markets/stocks/news/adani-ports-out-rec-in-how-bernstein-has-tweaked-its-portfolio/articleshow/112990248.cms,2024-09-02T09:14:16Z,0.0
