,description,url,publishedAt,FinBERT score
367,"Indian equity indices closed flat on Tuesday as a rise in financials offset a drop in energy and consumer stocks. In Tuesday’s trading session, six Nifty 50 stocks reached new 52-week highs, reflecting strong performance across various sectors. Here’s the lis…",https://m.economictimes.com/markets/stocks/news/shriram-finance-tech-mahindra-among-6-nifty-50-stocks-that-hit-fresh-52-week-highs-on-tuesday/market-movers/slideshow/112840087.cms,2024-08-27T12:21:50Z,0.0
368,"To gain momentum, the market needs to break through recent highs soon. Key support levels to watch are 24,975 and 24,850, while resistance is expected at 25,080-25,100 and then at 25,400. Traders should closely monitor these levels to make informed decisions,…",https://economictimes.indiatimes.com/markets/stocks/news/tech-view-nifty-forms-neutral-doji-candle-on-daily-chart-heres-how-to-trade-on-wednesday/articleshow/112839378.cms,2024-08-27T12:14:44Z,0.0
369,The 30-share BSE Sensex closed  up  13.65 points at 81711.76,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-sugar-stocks-up-as-market-rises/articleshow/112838783.cms,2024-08-27T11:56:59Z,0.0
370,The NSE Nifty index closed 7.16 points  up  at 25017.75,https://economictimes.indiatimes.com/markets/stocks/stock-watch/share-market-update-most-active-stocks-in-todays-market-in-terms-of-volume/articleshow/112838643.cms,2024-08-27T11:51:49Z,0.0
371,"As you grow older, the idea of aging in place becomes more appealing, especially when you consider the skyrocketing costs of nursing care. In 2023, for instance, the average annual cost for a semi-private room in a nursing home was around USD$104,000, and if …",https://ahouseinthehills.com/preventing-falls-at-home-tips-for-each-room/,2024-08-27T11:49:36Z,0.0
372,The Nifty Auto index closed 0.11 per cent  down  at 25911.9.,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-nifty-auto-index-falls-0-11/articleshow/112838502.cms,2024-08-27T11:46:43Z,0.0
373,"In the Nifty pack, 21 stocks closed in the green, while 29 stocks ended in the red.",https://economictimes.indiatimes.com/markets/stocks/stock-watch/sensex-rises-but-these-stocks-fell-5-or-more-in-tuesdays-session/articleshow/112838337.cms,2024-08-27T11:41:37Z,-0.8622079491615295
374,"Top 10 Must-Have Outdoor Lighting Solutions To Illuminate Your Camping and Backyard AdventuresIf you’re someone who loves spending time in the outdoors, camping and trekking through the woods, or simply enjoying a hot coffee in your backyard...",https://www.yankodesign.com/2024/08/27/top-10-must-have-outdoor-lighting-solutions-to-illuminate-your-camping-and-backyard-adventures/,2024-08-27T11:40:49Z,0.0
375,"The domestic equity benchmarks failed to maintain their upward momentum on Tuesday, despite an intraday surge, and ultimately closed near the flatline. The Nifty 50 index settled slightly above the 25,000 mark. Among the sectoral gainers, media, financial ser…",https://www.business-standard.com/markets/capital-market-news/benchmarks-end-almost-flat-nifty-holds-25k-124082700909_1.html,2024-08-27T11:40:00Z,0.0
376,"Ucal Fuel Sys,  Goldiam Intnl,  NIIT,  KFIN Technologies and  Nelco Ltd, hit their fresh 52-week highs during the day.",https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-stocks-that-hit-52-week-highs-on-nse-in-todays-trade/articleshow/112838189.cms,2024-08-27T11:36:31Z,0.0
377,"Investing.com – India stocks were higher after the close on Tuesday, as gains in the Technology, IT and Capital Goods sectors led shares higher.",https://finance.yahoo.com/news/india-stocks-higher-close-trade-113505814.html,2024-08-27T11:35:05Z,0.0
378,"Indian stock markets show marginal gains, with sector-wise performance varying; investors advised to monitor key technical levels and sector-specific movements.",https://www.thehindubusinessline.com/markets/markets-inch-higher-as-sector-performance-diverges/article68572390.ece,2024-08-27T11:33:59Z,0.0
379,The Nifty Bank index closed 0.26 per cent  up  at 51278.75.,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-nifty-bank-index-advances-0-26/articleshow/112838016.cms,2024-08-27T11:31:17Z,0.0
380,The 30-share BSE Sensex closed  up  13.65 points at 81711.76,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-fertilisers-stocks-up-as-market-rises/articleshow/112837764.cms,2024-08-27T11:21:09Z,0.0
381,The Nifty IT index closed 0.11 per cent  up  at 41709.25.,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-nifty-it-index-advances-0-11/articleshow/112837404.cms,2024-08-27T11:11:01Z,0.0
382,"HDFC Bank, ICICI Bank and Larsen & Toubro were the top traded contracts.",https://www.business-standard.com/markets/capital-market-news/nifty-august-futures-trade-at-discount-124082700801_1.html,2024-08-27T11:10:00Z,0.0
383,The Nifty Realty index closed 0.2 per cent  up  at 1038.1.,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-nifty-realty-index-advances-0-2/articleshow/112837227.cms,2024-08-27T11:05:53Z,0.0
384,The 30-share BSE Sensex closed  up  13.65 points at 81711.76,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-fmcg-stocks-down-as-market-rises/articleshow/112837061.cms,2024-08-27T11:00:45Z,-0.7261418700218201
385,It’s also launching the Enduro 3 with solar charging to extend battery life.,https://www.theverge.com/2024/8/27/24228712/garmin-fenix-8-enduro-3-smartwatch-wearables,2024-08-27T11:00:00Z,0.0
386,The 30-share BSE Sensex closed  up  13.65 points at 81711.76,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-power-stocks-mixed-as-market-rises/articleshow/112836915.cms,2024-08-27T10:55:38Z,0.0
387,"On the Sensex chart, Bajaj Finserv, Maruti, Larsen & Toubro, Bajaj Finance, Infosys, Axis Bank and ICICI Bank were the biggest gainers",https://www.thehindubusinessline.com/markets/markets-settle-almost-flat-in-volatile-trade-nifty-hits-lifetime-high/article68572410.ece,2024-08-27T10:53:23Z,0.0
388,The Nifty Pharma index closed 0.77 per cent  up  at 22729.0.,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-nifty-pharma-index-advances-0-77/articleshow/112836818.cms,2024-08-27T10:50:32Z,0.0
389,The NSE Nifty index closed 7.16 points  up  at 25017.75,https://economictimes.indiatimes.com/markets/stocks/stock-watch/share-market-update-most-active-stocks-of-the-day-in-terms-of-traded-value/articleshow/112836661.cms,2024-08-27T10:45:25Z,0.0
390,"Rupee weakens against US dollar due to rising oil prices, geopolitical tensions, but supported by domestic markets.",https://www.thehindubusinessline.com/markets/forex/rupee-falls-5-paise-to-close-at-8392-against-us-dollar/article68572367.ece,2024-08-27T10:40:59Z,-0.49287688732147217
391,"Titan Company,  JSW Steel,  HUL,  Tata Motors and  Grasim Inds. were among the top losers on NSE in today's trade.",https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-stocks-that-hit-52-week-lows-on-nse-in-todays-trade/articleshow/112836524.cms,2024-08-27T10:40:19Z,-0.5728083848953247
392,"This nifty luggage strap, suitcase drink caddy, and teensy travel razor have earned huge stamps of approval from professional flyers.View Entire Post ›",https://www.buzzfeed.com/amberusher/flight-attendant-travel-products-an,2024-08-27T10:31:03Z,0.0
393,The 30-share BSE Sensex closed  up  13.65 points at 81711.76,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-mining-stocks-up-as-market-rises/articleshow/112836117.cms,2024-08-27T10:30:07Z,0.0
394,Powered by Capital Market - Live News,https://www.business-standard.com/markets/capital-market-news/quick-wrap-nifty-media-index-rises-4-10-124082700908_1.html,2024-08-27T10:30:00Z,0.0
395,"The Nifty nearly hit a record high of 25,078 but ended flat at 25,018, while the Sensex gained 13 pts to close at 81,711 amid global issues. Here are the stocks that were in maximum action today.",https://m.economictimes.com/markets/web-stories/gainers-losers-niit-reliance-power-among-6-stocks-in-limelight-on-tuesday/slideshow/112836111.cms,2024-08-27T10:29:46Z,0.0
396,"The Nifty 50 closed at 25,018, just short of a new all-time high, as the BSE Sensex ended at 81,711. Gains were led by Bajaj Finserv and other major companies. Investors anticipate the Federal Reserve's interest rate cut in September. Nifty Media saw substant…",https://economictimes.indiatimes.com/markets/stocks/news/sensex-nifty-end-flat-as-global-headwinds-limit-domestic-tailwinds/articleshow/112835803.cms,2024-08-27T10:29:07Z,0.0
397,"As per provisional closing data, the barometer index, the S&P BSE Sensex rose 13.65 points or 0.02% to 81,711.76. The Nifty 50 index added 7.15 points or 0.03% to 25,017.75.",https://www.business-standard.com/markets/capital-market-news/indices-end-flat-nifty-closes-above-25-000-media-shares-rallies-124082700756_1.html,2024-08-27T10:27:00Z,0.0
398,"New updates from YouTube, Threads and more. There aren’t a ton of updates this week, but there are still some significant items on the list. Threads continues to beef up its offerings, YouTube and LinkedIn want to be TikTok, and X is adding some surprisingly …",https://www.prdaily.com/new-social-media-features-and-updates-to-know-this-week-44/,2024-08-27T10:00:10Z,0.0
399,Zee Entertainment Share Price: The settlement involved both parties agreeing to withdraw all applications before the Singapore International Arbitration Centre (SIAC) and relinquish all rights to file claims and counterclaims against each other.,https://economictimes.indiatimes.com/markets/stocks/news/zee-shares-soar-over-11-after-co-signs-settlement-agreement-with-sony-india/articleshow/112833254.cms,2024-08-27T09:12:46Z,0.0
400,"At 14:30 IST, the barometer index, the S&P BSE Sensex added 115.27 points or 0.14% to 81,813.38. The Nifty 50 index gained 33.15 points or 0.13% to 25,043.75.",https://www.business-standard.com/markets/capital-market-news/indices-trade-with-small-gains-fmcg-shares-slide-124082700595_1.html,2024-08-27T09:06:00Z,0.0
401,"SBI Card stock is seen trading above its 200-DMA after one month. Technical chart shows, the stock can potentially rally up 15% from present level; read details here",https://www.business-standard.com/markets/news/sbi-card-usha-martin-stocks-cross-200-dma-key-support-resistance-levels-124082700561_1.html,2024-08-27T08:58:18Z,0.0
402,"A total of 23,005 shares changed hands on the counter till 02:04PM (IST).",https://economictimes.indiatimes.com/markets/stocks/stock-watch/share-price-of-marico-falls-as-nifty-strengthens/articleshow/112832145.cms,2024-08-27T08:35:12Z,0.0
403,"A total of 15,157 shares changed hands on the counter till 01:59PM (IST).",https://economictimes.indiatimes.com/markets/stocks/stock-watch/share-price-of-united-spirits-falls-as-nifty-strengthens/articleshow/112831922.cms,2024-08-27T08:30:05Z,0.0
404,"Consumer Durables stocks were trading with losses, with the BSE Consumer Durables index falling 350.99 points or 0.55% at 63636.67 at 13:42 IST.",https://www.business-standard.com/markets/capital-market-news/consumer-durables-shares-slide-124082700531_1.html,2024-08-27T08:30:00Z,0.0
405,"FMCG stocks were trading in red, with the BSE Fast Moving Consumer Goods index decreasing  163.71 points or 0.71% at 22998.73 at 13:42 IST.",https://www.business-standard.com/markets/capital-market-news/fmcg-stocks-edge-lower-124082700530_1.html,2024-08-27T08:30:00Z,0.0
406,"Metal stocks were trading in red, with the BSE Metal index decreasing  178.83 points or 0.54% at 32658.64 at 13:42 IST.",https://www.business-standard.com/markets/capital-market-news/metal-stocks-edge-lower-124082700532_1.html,2024-08-27T08:30:00Z,0.0
407,The stock quoted a 52-week high of Rs 196.8 and a 52-week low of Rs 85.51.,https://economictimes.indiatimes.com/markets/stocks/stock-watch/indian-oil-corp-shares-gain-0-05-as-sensex-rises/articleshow/112831780.cms,2024-08-27T08:24:58Z,0.0
408,"Infinix, a trendy tech brand for young consumers, has introduced its first tablet, the Infinix XPAD. It features AI-powered capabilities and aims to enhance...
The post Infinix XPAD unveiled: an AI-powered tablet for work and play appeared first on YugaTech |…",https://www.yugatech.com/news/infinix-xpad-unveiled-ai-powered-tablet/,2024-08-27T08:17:37Z,0.0
409,The stock quoted a 52-week high price of Rs 4742.0 and low of Rs 2334.95.,https://economictimes.indiatimes.com/markets/stocks/stock-watch/interglobe-shares-down-0-52-as-nifty-gains/articleshow/112831339.cms,2024-08-27T08:09:44Z,-0.9283629655838013
410,"Adani Energy Solutions Ltd is quoting at Rs 1048.25, down 0.48% on the day as on 13:19 IST on the NSE. The stock  in last one year as compared to a 29.77%  in NIFTY and a 67.77%  lost  in the Nifty Energy index.",https://www.business-standard.com/markets/capital-market-news/adani-energy-solutions-ltd-slips-for-fifth-straight-session-124082700571_1.html,2024-08-27T08:05:00Z,0.0
411,"At 13:30 IST, the barometer index, the S&P BSE Sensex added 114.93 points or 0.14% to 81,813.92. The Nifty 50 index gained 41.55 points or 0.15% to 25,047.80.",https://www.business-standard.com/markets/capital-market-news/sensex-jumps-115-pts-european-mkt-opens-higher-124082700528_1.html,2024-08-27T08:03:00Z,0.0
412,"Top gainers on the NSE included L&T (2.31%), SBI Life (1.93%), HDFC Life (1.58%), Maruti (1.56%), and Bajaj Finserv (1.47%)",https://www.thehindubusinessline.com/markets/indices-edge-higher-on-fed-rate-cut-speculation/article68571792.ece,2024-08-27T07:51:17Z,0.0
413,The stock quoted a 52-week high price of Rs 1826.2 and low of Rs 1002.7.,https://economictimes.indiatimes.com/markets/stocks/stock-watch/bharat-forge-shares-down-1-03-as-nifty-gains/articleshow/112830458.cms,2024-08-27T07:44:12Z,-0.9232041835784912
414,"I think as long as it is going up, we should not try to catch the top. There are no signs of bearishness, no signs of divergences. So, nothing on the charts as of now. So, let us make the best till it lasts.",https://economictimes.indiatimes.com/markets/expert-view/2-top-stock-recommendations-from-vishal-malkan/articleshow/112830283.cms,2024-08-27T07:39:48Z,0.0
415,"A total of 123,026 shares changed hands on the counter till 01:03PM (IST)",https://economictimes.indiatimes.com/markets/stocks/stock-watch/canara-bank-shares-drop-0-08-as-sensex-rises/articleshow/112830153.cms,2024-08-27T07:33:59Z,-0.8958161473274231
416,"On the technical charts, the 200-day moving average of the stock stood at Rs 2863.41.",https://economictimes.indiatimes.com/markets/stocks/stock-watch/shares-of-pidilite-ind-fall-as-nifty-gains/articleshow/112829851.cms,2024-08-27T07:23:49Z,-0.6888788342475891
417,"Investors are pumping money instead into initial public offerings (IPOs), whose valuations are lower",https://www.business-standard.com/markets/news/foreign-investors-ditch-india-s-pricey-stocks-opt-for-new-listings-124082700211_1.html,2024-08-27T07:22:55Z,0.0
418,"A total of 59,565 shares changed hands on the counter till 12:38PM (IST).",https://economictimes.indiatimes.com/markets/stocks/stock-watch/share-price-of-ambuja-cements-falls-as-nifty-strengthens/articleshow/112829370.cms,2024-08-27T07:08:28Z,-0.7793905138969421
419,"At 12:30 IST, the barometer index, the S&P BSE Sensex added 105.73 points or 0.13% to 81,805.61. The Nifty 50 index gained 31.65 points or 0.13% to 25,042.25.",https://www.business-standard.com/markets/capital-market-news/nifty-above-25-000-financial-services-shares-advance-124082700428_1.html,2024-08-27T07:03:00Z,0.0
420,"A total of 15,776 shares changed hands on the counter till 12:27PM (IST)",https://economictimes.indiatimes.com/markets/stocks/stock-watch/crompton-greaves-shares-decline-0-39-as-sensex-climbs/articleshow/112829071.cms,2024-08-27T06:58:18Z,-0.8562753796577454
421,"A total of 1,673 shares changed hands on the counter till 12:23PM (IST).",https://economictimes.indiatimes.com/markets/stocks/stock-watch/info-edge-shares-down-0-22-as-nifty-gains/articleshow/112828911.cms,2024-08-27T06:53:12Z,-0.9110766649246216
422,"Crypto expert Saketh Ramakrishna discussed the Iron Condor strategy on ETMarkets, highlighting its effectiveness in managing Bitcoin's volatility and comparing it to traditional market strategies.",https://economictimes.indiatimes.com/markets/cryptocurrency/balancing-risk-in-crypto-trading-the-iron-condor-approach/articleshow/112828595.cms,2024-08-27T06:45:12Z,0.0
423,The stock quoted a 52-week high price of Rs 5220.0 and low of Rs 3531.0.,https://economictimes.indiatimes.com/markets/stocks/stock-watch/avenue-supermart-shares-down-0-23-as-nifty-gains/articleshow/112828532.cms,2024-08-27T06:42:57Z,-0.9408413171768188
424,Before the trading day starts we bring you a digest of the key news and events that are likely to move markets. Today we look at:,https://financialpost.com/pmn/business-pmn/rain-clouds-hover-over-indian-tech-stocks-ahead-of-nvidia-earnings,2024-08-27T06:31:11Z,0.0
425,"​Oil and gas is another sector where we are seeing companies embarking on very heavy capex. There is a lot of dependency on government policy regulations, capital allocation remains a concern and valuations are not necessarily cheap. So, oil and gas is anothe…",https://economictimes.indiatimes.com/markets/expert-view/india-still-looks-more-attractive-than-other-ems-macro-environment-very-stable-pratik-gupta/articleshow/112827758.cms,2024-08-27T06:28:10Z,0.0
426,"Trading strategies for overbought stocks: Minda Corp, Allcargo Logistics, Vijaya Diagnostic, CDSL and ICICI Lombard General Insurance are trading in overbought territory with a RSI reading of above 70",https://www.business-standard.com/markets/news/cdsl-allcargo-minda-corp-these-5-overbought-stocks-can-fall-up-to-13-124082700346_1.html,2024-08-27T06:24:06Z,-0.5755553245544434
427,"A total of 326,674 shares changed hands on the counter till 11:47AM (IST)",https://economictimes.indiatimes.com/markets/stocks/stock-watch/gail-shares-rise-0-78-as-sensex-climbs/articleshow/112827495.cms,2024-08-27T06:17:23Z,0.0
428,"On the technical charts, the 200-day moving average of the stock stood at Rs 2526.38.",https://economictimes.indiatimes.com/markets/stocks/stock-watch/shares-of-mphasis-fall-as-nifty-gains/articleshow/112827349.cms,2024-08-27T06:12:16Z,-0.6706913113594055
429,"At 11:30 IST, the barometer index, the S&P BSE Sensex added 153.32 points or 0.19% to 81,851.43. The Nifty 50 index gained 54.10 points or 0.22% to 25,064.70.",https://www.business-standard.com/markets/capital-market-news/market-at-day-s-high-media-shares-rally-124082700331_1.html,2024-08-27T06:06:00Z,0.0
430,"A total of 2,782 shares changed hands on the counter till 11:32AM (IST).",https://economictimes.indiatimes.com/markets/stocks/stock-watch/share-price-of-acc-rises-as-nifty-strengthens/articleshow/112827043.cms,2024-08-27T06:02:06Z,0.0
431,"Ucal Fuel Sys,  NIIT,  Bhageria Industries,  Khaitan Chem and  Lypsa Gems, hit their fresh 52-week highs at 11:25AM.",https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-stocks-that-hit-52-week-highs-on-nse/articleshow/112826618.cms,2024-08-27T05:55:37Z,0.0
432,"A total of 36,096 shares changed hands on the counter till 11:21AM (IST)",https://economictimes.indiatimes.com/markets/stocks/stock-watch/au-small-fin-bank-shares-gain-0-14-as-sensex-rises/articleshow/112826496.cms,2024-08-27T05:51:53Z,0.0
433,The Nifty Auto index was trading 0.28 per cent  up  at 26015.0.,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-nifty-auto-index-advances-0-28-in-an-upbeat-market/articleshow/112826462.cms,2024-08-27T05:50:30Z,0.0
434,The Nifty Pharma index was trading 0.8 per cent  up  at 22736.2.,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-nifty-pharma-index-advances-0-8-in-an-upbeat-market/articleshow/112826235.cms,2024-08-27T05:45:23Z,0.0
435,The stock quoted a 52-week high price of Rs 470.85 and low of Rs 230.75.,https://economictimes.indiatimes.com/markets/stocks/stock-watch/tata-power-shares-up-0-26-as-nifty-gains/articleshow/112826116.cms,2024-08-27T05:41:35Z,0.4631032645702362
436,"Chakri Lokapriya highlighted the strong footing of PSU banks with improving net interest margins and loan growth rates. He mentioned Canara Bank and State Bank of India as top picks. The real estate sector also saw significant gains, while the pharma sector c…",https://economictimes.indiatimes.com/markets/expert-view/psu-banks-on-strong-footing-railways-better-situated-than-defence-chakri-lokapriya/articleshow/112825987.cms,2024-08-27T05:39:26Z,0.0
437,"A total of 13,485 shares changed hands on the counter till 11:06AM (IST).",https://economictimes.indiatimes.com/markets/stocks/stock-watch/share-price-of-voltas-rises-as-nifty-strengthens/articleshow/112825960.cms,2024-08-27T05:36:30Z,0.0
438,"A total of 5,864 shares changed hands on the counter till 11:00AM (IST).",https://economictimes.indiatimes.com/markets/stocks/stock-watch/ltimindtree-share-price-up-0-51-per-cent/articleshow/112825824.cms,2024-08-27T05:31:24Z,0.0
439,"Tata Group stocks corrected up to 37% from their 52-week highs after strong rallies last year. Tata Investment Corporation led the decline, followed by Automotive Stampings, Tata Technologies, and Trent Limited. Experts noted these stocks could regain previou…",https://economictimes.indiatimes.com/markets/stocks/news/4-tata-group-stocks-correct-up-to-37-after-logging-multibaggers-returns-should-you-buy/articleshow/112825823.cms,2024-08-27T05:31:21Z,0.0
440,"In the Nifty pack, 22 stocks were trading in the green, while 28 stocks were trading in the red.",https://economictimes.indiatimes.com/markets/stocks/stock-watch/sensex-rises-but-these-stocks-are-down-5-or-more-on-bse/articleshow/112825661.cms,2024-08-27T05:25:07Z,-0.899418294429779
441,"At the interbank foreign exchange market, the local unit opened at 83.91, then lost further ground and touched 83.95, registering a loss of 8 paise from its previous close",https://www.thehindubusinessline.com/markets/forex/rupee-falls-8-paise-to-8395-against-us-dollar-in-early-trade/article68571512.ece,2024-08-27T05:23:27Z,-0.5451580286026001
442,"A total of 16,584 shares changed hands on the counter till 10:51AM (IST).",https://economictimes.indiatimes.com/markets/stocks/stock-watch/dlf-shares-up-1-19-as-nifty-gains/articleshow/112825559.cms,2024-08-27T05:21:06Z,0.0
443,The 30-share BSE Sensex was  down  1.7 points at 81696.41,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-mining-stocks-up-as-market-falls/articleshow/112825527.cms,2024-08-27T05:20:01Z,-0.7102627754211426
444,"A total of 218,508 shares changed hands on the counter till 10:45AM (IST).",https://economictimes.indiatimes.com/markets/stocks/stock-watch/ashok-leyland-shares-up-1-32-as-nifty-gains/articleshow/112825395.cms,2024-08-27T05:16:00Z,0.0
445,The 30-share BSE Sensex was  up  62.82 points at 81760.93,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-fmcg-stocks-down-as-market-rises/articleshow/112825359.cms,2024-08-27T05:14:56Z,-0.6935713887214661
446,The Relative Strength Index of the stock stood at 36.97 on Tuesday.,https://economictimes.indiatimes.com/markets/stocks/stock-watch/adani-power-shares-rise-0-62-per-cent-in-tuesdays-trading-session/articleshow/112825265.cms,2024-08-27T05:10:54Z,0.0
447,The Nifty Realty index was trading 0.79 per cent  up  at 1044.2.,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-nifty-realty-index-advances-0-79-in-an-upbeat-market/articleshow/112825249.cms,2024-08-27T05:09:51Z,0.0
448,"Bank Nifty August Futures outlook, support at 50,900, resistance at 51,450, stay cautious within 50,900-51,550 range.",https://www.thehindubusinessline.com/portfolio/technical-analysis/bank-nifty-prediction-today-august-27-2024-range-bound-and-unclear-stay-out-of-the-market/article68571470.ece,2024-08-27T05:09:48Z,0.0
449,"At 10:30 IST, the barometer index, the S&P BSE Sensex was down 31.70 points or 0.04% to 81,659.50. The Nifty 50 index lost 14.30 points or 0.06% to 24,996.30.",https://www.business-standard.com/markets/capital-market-news/broader-market-outperforms-pharma-shares-in-demand-124082700217_1.html,2024-08-27T05:07:00Z,0.0
450,"Foreign investors ditch India's pricey stocks, opt for new issues",https://www.investing.com/news/economy-news/foreign-investors-ditch-indias-pricey-stocks-opt-for-new-issues-3588059,2024-08-27T05:06:09Z,0.0
451,"Nifty's IT index jumped 1.6% to record levels on Wednesday, while the benchmark indices ended 0.1% higher in a rollercoaster trading session. LTI Mindtree jumped 6.31%, followed by Wipro which gained 3.71%. L&T Technology Services, Coforge, Infosys, Persisten…",https://economictimes.indiatimes.com/markets/stocks/news/us-feds-rate-cut-signal-lifts-nifty-it-to-record-highs/articleshow/112880510.cms,2024-08-28T23:58:47Z,0.0
452,"After listening to some talks from our recent events, I have a list of tips for young entrepreneurs and others been on achieving success with a moonshot AI project.",https://www.forbes.com/sites/johnwerner/2024/08/28/making-your-way-today-9-tips-for-ai-moonshots/,2024-08-28T23:18:54Z,0.0
453,"Imagine you’re out camping in the middle of nowhere, it’s night time, and your phone runs out of battery — but instead of panicking, all you do is plug your phone into the lantern lighting up your tent.




That’s exactly what this camping lantern power bank…",https://www.pcworld.com/article/2441129/this-30-solar-powered-camping-lantern-doubles-as-a-power-bank.html,2024-08-28T17:58:03Z,0.0
454,"The summer holidays are ending, which for many concludes with a long drive home and reliance on GPS devices to get safely home. But every now and then, GPS devices can suggest strange directions or get briefly confused about your location. But until now, no o…",https://phys.org/news/2024-08-mathematicians-debunk-gps-assumptions.html,2024-08-28T17:19:04Z,0.0
455,This booster seat was a breeze to use from the moment I took it out of the box. Read my full review of the Chicco Kidfit Zip Plus 2-In-1 Booster Seat.,https://www.forbes.com/sites/forbes-personal-shopper/2024/08/28/chicco-kidfit-zip-plus-2-in-1-booster-seat-review/,2024-08-28T17:11:44Z,0.0
456,"If you’re looking for a bit of oomph over the Nubia Z60 Ultra Leading Version, then its amped-up cousin, the Nubia Z60S Pro is the upgrade you’re likely looking for. Outfitted with a gorgeous display, significant battery life, and some other nifty tricks, Nub…",https://www.pockettactics.com/nubia-z60s-pro-review,2024-08-28T16:44:48Z,0.0
457,Thumbage’s Real Boxing Fight sports game Boxing Star just dropped some new gear. The mobile sports brawler has added six new pieces.,https://www.droidgamers.com/news/boxing-star-new/,2024-08-28T16:31:52Z,0.0
458,"To say that I have been waiting for a phone like the Pixel 9 from Google for many years feels like an understatement, but I didn’t know I needed this particular phone until I saw the first leaks of its design back in January of this year. At that time, we had…",https://www.droid-life.com/2024/08/28/pixel-9-review-yup-its-that-good/,2024-08-28T16:20:56Z,0.0
459,"""After your rope broke, did you notice anything?"" Lionsgate has unveiled a second trailer for Never Let Go, a dark woods horror from mastermind genre filmmaker Alexandre Aja (of High Tension, The Hills Have Eyes, Mirrors, Piranha 3D, Horns, Crawl). It's still…",https://www.firstshowing.net/2024/eerie-trailer-2-for-never-let-go-horror-thriller-starring-halle-berry/,2024-08-28T16:06:15Z,0.0
460,Letters to Editor,https://www.thehindubusinessline.com/opinion/letters/letters-to-editor/article68578080.ece,2024-08-28T15:51:33Z,0.0
461,"Indian benchmark equity indices closed marginally higher on Wednesday, led by IT stocks. The S&P BSE Sensex closed 0.09% higher at 81,785, while the NSE Nifty50 ended above the 25,050 mark after touching an all-time high of 25,129.6 during the day. A decisive…",https://m.economictimes.com/markets/stocks/news/market-trading-guide-wipro-indian-bank-among-8-stock-recommendations-for-thursday/stock-ideas/slideshow/112873433.cms,2024-08-28T15:44:57Z,0.0
462,"The Nifty50 index ended slightly higher on Wednesday after hitting a record 25,129.6, driven by IT stock gains and expectations of a US rate cut. Analysts suggest Nifty faces resistance near 25,075-100 and could remain volatile within the 24,750–25,250 range.",https://economictimes.indiatimes.com/markets/stocks/news/ahead-of-market-10-things-that-will-decide-stock-action-on-thursday/articleshow/112872971.cms,2024-08-28T15:42:48Z,0.0
463,"You probably think it’s better to build your own gaming PC than to buy a pre-built one — and in many cases, you wouldn’t be wrong. But every so often, a pre-built rocket goes on sale for such an incredible price that it just makes sense to buy it as-is.




…",https://www.pcworld.com/article/2441013/save-700-on-this-rtx-4070-gaming-pc-thats-absolutely-stacked.html,2024-08-28T15:06:56Z,0.0
464,"SBI MD Ashwini Kumar Tewari discusses deposit growth, equity market impact, and RBI regulations at Global Fintech Festival.",https://www.thehindubusinessline.com/money-and-banking/correction-in-markets-may-lead-to-rise-in-bank-deposits-sbi-md-says/article68577474.ece,2024-08-28T14:56:54Z,0.0
465,"It is a weather joke because Vortex Pinnacle is all about the weather… though wind and lightning predominate. Once again we met up in Cataclysm Classic, and Vortex Pinnacle was the next instance on our list.  It is out in Uldum, high up in the clouds at the s…",https://tagn.wordpress.com/2024/08/28/breezing-through-vortex-pinnacle/,2024-08-28T14:15:15Z,0.0
466,"The market value of Berkshire Hathaway surpassed $1 trillion on Wednesday, reflecting investor confidence in the conglomerate that Warren Buffett built over nearly six decades into what many consider a proxy for the American economy.",https://economictimes.indiatimes.com/markets/stocks/news/warren-buffetts-berkshire-hathaway-tops-1-trillion-market-value/articleshow/112871039.cms,2024-08-28T13:53:41Z,0.0
467,"The floor price for the issue is set at Rs 1,660.2 per share, a 4.4% discount to Wednesday's closing price. Tencent, which held a 4.6% stake in the Policybazaar parent company as of June 30, 2024, is reportedly selling its stake.",https://economictimes.indiatimes.com/markets/stocks/news/tencent-likely-to-sell-2-1-stake-in-pb-fintech-via-block-deal-for-rs-1610-crore-report/articleshow/112871333.cms,2024-08-28T13:53:12Z,0.0
